syl_len0,syl_len1,syl_len2,syl0,syl1,syl2,nk_suffix,praefix,basic_pos,comp_struct,sa_struct,prae_class,praefix1,praefix2,praefix3,praefix4,praefix5,suffix1,suffix2,suffix3,suffix4,suffix5,suff_class,rhyme0,rhyme1,rhyme2,cv_ratio0,cv_ratio1,cv_ratio2,koda_len0,koda_len1,koda_len2,onset_len0,onset_len1,onset_len2,nucleus_len0,nucleus_len1,nucleus_len2,comp_len,sonority0,sonority1,sonority2,sonority_ratio0,sonority_ratio1,sonority_ratio2,sonority_dir,syl_class0,syl_class1,syl_class2,onset_class0,onset_class1,onset_class2,koda_class0,koda_class1,koda_class2,nucleus_class0,nucleus_class1,nucleus_class2,syl_weight0,syl_weight1,syl_weight2,nomen,sylcnt,stress_class
3,2,2,Aus,ga,be,e,aus,N,V,S,acc,D,DC,DCC,DCCL,DCCLC,K,CK,LCK,CLCK,CCLCK,ø,VVC,CVV,CV,0,0,1,1,0,0,0,1,1,2,2,1,1,101,101,101,3,3,2,0,DC,CL,CK,,C,C,C,,,D,L,K,1,1,0,T,3,antepaenultima
3,5,5,Aus,gangs,punkt,unkt,aus,N,NN,SAS,acc,D,DC,DCC,DCCK,DCCKC,C,CC,CCC,KCCC,CKCCC,ø,VVC,CVCC,CVCCC,0,3,4,1,2,3,0,1,1,2,1,1,2,101,1201,1301,3,2,2,1,DC,CKCC,CKCCC,,C,C,C,CC,CCC,D,K,K,1,2,2,T,3,antepaenultima
3,2,3,aus,g1,ren,en,aus,V,V,AS,acc,D,DC,DCC,DCCL,DCCLC,C,KC,CKC,LCKC,CLCKC,ø,VVC,CVV,CVC,0,0,2,1,0,1,0,1,1,2,2,1,1,101,101,1011,3,2,3,1,DC,CL,CKC,,C,C,C,,C,D,L,K,1,1,0,F,3,antepaenultima
3,2,3,aus,ga,sen,en,aus,V,V,AS,acc,D,DC,DCC,DCCL,DCCLC,C,KC,CKC,LCKC,CLCKC,ø,VVC,CVV,CVC,0,0,2,1,0,1,0,1,1,2,2,1,1,101,101,1101,3,3,2,1,DC,CL,CKC,,C,C,C,,C,D,L,K,1,1,0,F,3,antepaenultima
3,2,3,aus,ge,ben,en,aus,V,V,AS,acc,D,DC,DCC,DCCL,DCCLC,C,KC,CKC,LCKC,CLCKC,ø,VVC,CVV,CVC,0,0,2,1,0,1,0,1,1,2,2,1,1,101,101,1101,3,2,2,1,DC,CL,CKC,,C,C,C,,C,D,L,K,1,1,0,F,3,antepaenultima
3,2,5,aus,ge,bufft,ufft,ø,A,ø,ø,ø,D,DC,DCC,DCCK,DCCKC,C,CC,KCC,CKCC,KCKCC,ø,VVC,CV,CVCC,0,1,3,1,0,2,0,1,1,2,1,1,0,101,101,301,3,2,2,1,DC,CK,CKCC,,C,C,C,,CC,D,K,K,1,0,2,F,3,antepaenultima
3,2,4,Aus,ge,burt,urt,aus,N,N,AS,acc,D,DC,DCC,DCCK,DCCKC,C,CC,LCC,CLCC,KCLCC,ø,VVC,CV,CVVCC,0,1,1,1,0,2,0,1,1,2,1,2,1,101,101,211,3,2,2,1,DC,CK,CLCC,,C,C,C,,CC,D,K,L,1,0,2,T,3,antepaenultima
3,2,5,aus,ge,feimt,eimt,ø,A,A,S,ø,D,DC,DCC,DCCK,DCCKC,C,CC,DCC,CDCC,KCDCC,ø,VVC,CV,CVVCC,0,1,1,1,0,2,0,1,1,2,1,2,1,101,101,1201,3,2,2,1,DC,CK,CDCC,,C,C,C,,CC,D,K,D,1,0,2,F,3,antepaenultima
3,2,6,aus,ge,fuchst,uchst,ø,A,A,S,ø,D,DC,DCC,DCCK,DCCKC,C,CC,CCC,KCCC,CKCCC,ø,VVC,CV,CVCCC,0,1,4,1,0,3,0,1,1,2,1,1,1,101,101,401,3,2,1,1,DC,CK,CKCCC,,C,C,C,,CCC,D,K,K,1,0,2,F,3,antepaenultima
3,2,3,aus,ge,hen,en,aus,V,V,AS,acc,D,DC,DCC,DCCL,DCCLK,C,KC,LKC,CLKC,CCLKC,ø,VVC,CVV,VC,0,0,1,1,0,1,0,1,0,2,2,1,1,101,101,1001,3,2,3,1,DC,CL,KC,,C,,C,,C,D,L,K,1,1,0,F,3,antepaenultima
3,2,5,aus,ge,kocht,ocht,ø,A,F,S,ø,D,DC,DCC,DCCK,DCCKC,C,CC,KCC,CKCC,KCKCC,ø,VVC,CV,CVCC,0,1,3,1,0,2,0,1,1,2,1,1,1,101,101,301,3,2,1,1,DC,CK,CKCC,,C,C,C,,CC,D,K,K,1,0,2,F,3,antepaenultima
3,2,5,aus,ge,macht,acht,ø,A,F,S,ø,D,DC,DCC,DCCK,DCCKC,C,CC,KCC,CKCC,KCKCC,ø,VVC,CV,CVCC,0,1,3,1,0,2,0,1,1,2,1,1,1,101,101,1201,3,2,2,1,DC,CK,CKCC,,C,C,C,,CC,D,K,K,1,0,2,F,3,antepaenultima
3,2,5,aus,ge,picht,icht,ø,A,F,S,ø,D,DC,DCC,DCCK,DCCKC,C,CC,KCC,CKCC,KCKCC,ø,VVC,CV,CVCC,0,1,3,1,0,2,0,1,1,2,1,1,1,101,101,301,3,2,2,1,DC,CK,CKCC,,C,C,C,,CC,D,K,K,1,0,2,F,3,antepaenultima
3,2,5,aus,ge,pumpt,umpt,ø,A,F,S,ø,D,DC,DCC,DCCK,DCCKC,C,CC,CCC,KCCC,CKCCC,ø,VVC,CV,CVCCC,0,1,4,1,0,3,0,1,1,2,1,1,1,101,101,1301,3,2,2,1,DC,CK,CKCCC,,C,C,C,,CCC,D,K,K,1,0,2,F,3,antepaenultima
3,2,6,aus,ge,schamt,amt,aus,A,F,AS,acc,D,DC,DCC,DCCK,DCCKC,C,CC,LCC,CLCC,KCLCC,ø,VVC,CV,CVVCC,0,1,1,1,0,2,0,1,1,2,1,2,1,101,101,1201,3,2,2,1,DC,CK,CLCC,,C,C,C,,CC,D,K,L,1,0,2,F,3,antepaenultima
3,2,6,aus,ge,spielt,ielt,ø,A,F,S,ø,D,DC,DCC,DCCK,DCCKC,C,CC,LCC,CLCC,CCLCC,ø,VVC,CV,CCVVCC,0,1,2,1,0,2,0,1,2,2,1,2,1,101,101,311,3,2,2,1,DC,CK,CCLCC,,C,CC,C,,CC,D,K,L,1,0,2,F,3,antepaenultima
3,2,5,aus,ge,sucht,ucht,ø,A,F,S,ø,D,DC,DCC,DCCK,DCCKC,C,CC,LCC,CLCC,KCLCC,ø,VVC,CV,CVVCC,0,1,1,1,0,2,0,1,1,2,1,2,1,101,101,301,3,2,2,1,DC,CK,CLCC,,C,C,C,,CC,D,K,L,1,0,2,F,3,antepaenultima
3,3,3,aus,gie,big,ig,aus,A,V,ø,acc,D,DC,DCC,DCCL,DCCLC,C,KC,CKC,LCKC,CLCKC,noacc,VVC,CVV,CVC,0,0,2,1,0,1,0,1,1,2,2,1,1,101,101,201,3,3,2,1,DC,CL,CKC,,C,C,C,,C,D,L,K,1,1,1,F,3,antepaenultima
3,3,3,aus,gie,$en,en,aus,V,V,AS,acc,D,DC,DCC,DCCL,DCCLC,C,KC,CKC,LCKC,CLCKC,ø,VVC,CVV,CVC,0,0,2,1,0,1,0,1,1,2,2,1,1,101,101,1101,3,3,2,1,DC,CL,CKC,,C,C,C,,C,D,L,K,1,1,0,F,3,antepaenultima
3,3,3,Aus,gie,$er,er,aus,N,V,SA,acc,D,DC,DCC,DCCL,DCCLC,C,KC,CKC,LCKC,CLCKC,ø,VVC,CVV,CVC,0,0,2,1,0,1,0,1,1,2,2,1,1,101,101,111,3,3,2,1,DC,CL,CKC,,C,C,C,,C,D,L,K,1,1,0,T,3,antepaenultima
3,4,4,aus,glei,chen,en,aus,V,V,AS,acc,D,DC,DCC,DCCC,DCCCD,C,KC,CKC,DCKC,CDCKC,ø,VVC,CCVV,CVC,0,1,2,1,0,1,0,2,1,2,2,1,1,101,111,1101,3,3,2,1,DC,CCD,CKC,,CC,C,C,,C,D,D,K,1,1,0,F,3,antepaenultima
3,6,3,aus,gleich,bar,ar,aus,A,V,SA,acc,D,DC,DCC,DCCC,DCCCD,C,LC,CLC,CCLC,DCCLC,ø,VVC,CCVVC,CVVC,0,1,1,1,1,1,0,2,1,2,2,2,1,101,211,111,3,2,3,1,DC,CCDC,CLC,,CC,C,C,C,C,D,D,L,1,1,1,F,3,antepaenultima
3,7,3,Aus,gleichs,amt,amt,aus,N,NN,SAS,acc,D,DC,DCC,DCCC,DCCCD,C,CC,KCC,CKCC,CCKCC,ø,VVC,CCVVCC,VCC,0,2,2,1,2,2,0,2,0,2,2,1,2,101,311,1101,3,2,2,1,DC,CCDCC,KCC,,CC,,C,CC,CC,D,D,K,1,2,2,T,3,antepaenultima
3,7,5,Aus,gleichs,fonds,onds,aus,N,NN,SAS,acc,D,DC,DCC,DCCC,DCCCD,N,CN,CCN,CCCN,DCCCN,ø,VVC,CCVVCC,CVV,0,2,0,1,2,0,0,2,1,2,2,2,2,101,311,101,3,2,3,0,DC,CCDCC,CN,,CC,C,C,CC,,D,D,N,1,2,1,T,3,antepaenultima
3,7,5,Aus,gleichs,sport,ort,aus,N,NN,SAS,acc,D,DC,DCC,DCCC,DCCCD,C,CC,KCC,CKCC,CCKCC,ø,VVC,CCVVCC,CCVCC,0,2,4,1,2,2,0,2,2,2,2,1,2,101,311,311,3,2,2,1,DC,CCDCC,CCKCC,,CC,CC,C,CC,CC,D,D,K,1,2,2,T,3,antepaenultima
3,4,5,Aus,glei,chung,ung,aus,N,V,SA,acc,D,DC,DCC,DCCC,DCCCD,C,KC,CKC,DCKC,CDCKC,ø,VVC,CCVV,CVC,0,1,2,1,0,1,0,2,1,2,2,1,1,101,111,1101,3,3,2,1,DC,CCD,CKC,,CC,C,C,,C,D,D,K,1,1,1,T,3,antepaenultima
3,4,3,aus,glei,ten,en,aus,V,V,AS,acc,D,DC,DCC,DCCC,DCCCD,C,KC,CKC,DCKC,CDCKC,ø,VVC,CCVV,CVC,0,1,2,1,0,1,0,2,1,2,2,1,1,101,111,1101,3,3,2,1,DC,CCD,CKC,,CC,C,C,,C,D,D,K,1,1,0,F,3,antepaenultima
3,3,3,aus,gl2,hen,en,aus,V,V,AS,acc,D,DC,DCC,DCCC,DCCCL,C,KC,LKC,CLKC,CCLKC,ø,VVC,CCVV,VC,0,1,1,1,0,1,0,2,0,2,2,1,1,101,111,1001,3,3,3,1,DC,CCL,KC,,CC,,C,,C,D,L,K,1,1,0,F,3,antepaenultima
3,3,3,aus,gra,ben,en,aus,V,V,AS,acc,D,DC,DCC,DCCC,DCCCL,C,KC,CKC,LCKC,CLCKC,ø,VVC,CCVV,CVC,0,1,2,1,0,1,0,2,1,2,2,1,1,101,111,1101,3,3,2,1,DC,CCL,CKC,,CC,C,C,,C,D,L,K,1,1,0,F,3,antepaenultima
3,3,3,Aus,gr1,ber,er,aus,N,V,SA,acc,D,DC,DCC,DCCC,DCCCL,C,KC,CKC,LCKC,CLCKC,ø,VVC,CCVV,CVC,0,1,2,1,0,1,0,2,1,2,2,1,1,101,111,111,3,2,2,1,DC,CCL,CKC,,CC,C,C,,C,D,L,K,1,1,0,T,3,antepaenultima
3,3,4,Aus,gra,bung,ung,aus,N,V,SA,acc,D,DC,DCC,DCCC,DCCCL,C,KC,CKC,LCKC,CLCKC,ø,VVC,CCVV,CVC,0,1,2,1,0,1,0,2,1,2,2,1,1,101,111,1101,3,3,2,1,DC,CCL,CKC,,CC,C,C,,C,D,L,K,1,1,1,T,3,antepaenultima
3,4,3,aus,grei,fen,en,aus,V,V,AS,acc,D,DC,DCC,DCCC,DCCCD,C,KC,CKC,DCKC,CDCKC,ø,VVC,CCVV,CVC,0,1,2,1,0,1,0,2,1,2,2,1,1,101,111,1101,3,3,2,1,DC,CCD,CKC,,CC,C,C,,C,D,D,K,1,1,0,F,3,antepaenultima
3,4,3,aus,gr2n,den,en,aus,V,V,AS,acc,D,DC,DCC,DCCC,DCCCK,C,KC,CKC,CCKC,KCCKC,ø,VVC,CCVC,CVC,0,3,2,1,1,1,0,2,1,2,1,1,1,101,1111,1101,3,2,2,1,DC,CCKC,CKC,,CC,C,C,C,C,D,K,K,1,1,0,F,3,antepaenultima
3,2,4,aus,gu,cken,en,aus,V,V,AS,acc,D,DC,DCC,DCCK,DCCKC,C,KC,CKC,KCKC,CKCKC,ø,VVC,CVC,CVC,0,2,2,1,1,1,0,1,1,2,1,1,1,101,101,1101,3,3,2,1,DC,CK,CKC,,C,C,C,,C,D,K,K,1,1,0,F,3,antepaenultima
3,2,3,aus,ha,ben,en,aus,V,V,AS,acc,D,DC,DCC,DCCL,DCCLC,C,KC,CKC,LCKC,CLCKC,ø,VVC,CVV,CVC,0,0,2,1,0,1,0,1,1,2,2,1,1,101,101,1101,3,3,2,1,DC,CL,CKC,,C,C,C,,C,D,L,K,1,1,0,F,3,antepaenultima
3,2,4,aus,ha,cken,en,aus,V,V,AS,acc,D,DC,DCC,DCCK,DCCKC,C,KC,CKC,KCKC,CKCKC,ø,VVC,CVC,CVC,0,2,2,1,1,1,0,1,1,2,1,1,1,101,101,1101,3,2,2,1,DC,CK,CKC,,C,C,C,,C,D,K,K,1,1,0,F,3,antepaenultima
3,2,3,aus,ha,ken,en,aus,V,V,AS,acc,D,DC,DCC,DCCL,DCCLC,C,KC,CKC,LCKC,CLCKC,ø,VVC,CVV,CVC,0,0,2,1,0,1,0,1,1,2,2,1,1,101,101,1101,3,3,2,1,DC,CL,CKC,,C,C,C,,C,D,L,K,1,1,0,F,3,antepaenultima
3,3,3,aus,hal,ten,en,aus,V,V,AS,acc,D,DC,DCC,DCCK,DCCKC,C,KC,CKC,CCKC,KCCKC,ø,VVC,CVC,CVC,0,2,2,1,1,1,0,1,1,2,1,1,1,101,111,1101,3,2,2,1,DC,CKC,CKC,,C,C,C,C,C,D,K,K,1,1,0,F,3,antepaenultima
3,3,4,aus,han,deln,eln,aus,V,V,AS,acc,D,DC,DCC,DCCK,DCCKC,C,CC,KCC,CKCC,CCKCC,ø,VVC,CVC,CVCC,0,2,3,1,1,2,0,1,1,2,1,1,1,101,1101,1111,3,2,2,1,DC,CKC,CKCC,,C,C,C,C,CC,D,K,K,1,1,0,F,3,antepaenultima
3,3,3,aus,h1n,gen,en,aus,V,V,AS,acc,D,DC,DCC,DCCK,DCCKC,C,KC,CKC,KCKC,CKCKC,ø,VVC,CVC,CVC,0,2,2,1,1,1,0,1,1,2,1,1,1,101,101,2001,3,2,2,1,DC,CK,CKC,,C,C,C,,C,D,K,K,1,1,0,F,3,antepaenultima
3,3,3,Aus,h1n,ger,er,aus,N,V,SA,acc,D,DC,DCC,DCCK,DCCKC,C,KC,CKC,KCKC,CKCKC,ø,VVC,CVC,CVC,0,2,2,1,1,1,0,1,1,2,1,1,1,101,101,1011,3,2,3,1,DC,CK,CKC,,C,C,C,,C,D,K,K,1,1,0,T,3,antepaenultima
3,3,3,aus,har,ren,en,aus,V,V,AS,acc,D,DC,DCC,DCCK,DCCKC,C,KC,CKC,KCKC,CKCKC,ø,VVC,CVC,CVC,0,2,2,1,1,1,0,1,1,2,1,1,1,101,101,1011,3,2,3,1,DC,CK,CKC,,C,C,C,,C,D,K,K,1,1,0,F,3,antepaenultima
3,3,3,aus,h1r,ten,en,aus,V,V,AS,acc,D,DC,DCC,DCCK,DCCKC,C,KC,CKC,CCKC,KCCKC,ø,VVC,CVC,CVC,0,2,2,1,1,1,0,1,1,2,1,1,1,101,111,1101,3,2,2,1,DC,CKC,CKC,,C,C,C,C,C,D,K,K,1,1,0,F,3,antepaenultima
3,3,2,aus,ha2,en,en,aus,V,V,AS,acc,D,DC,DCC,DCCD,DCCDK,C,KC,DKC,CDKC,CCDKC,ø,VVC,CVV,VC,0,0,1,1,0,1,0,1,0,2,2,1,1,101,101,1001,3,3,3,1,DC,CD,KC,,C,,C,,C,D,D,K,1,1,0,F,3,antepaenultima
3,3,4,aus,hau,chen,en,aus,V,V,AS,acc,D,DC,DCC,DCCD,DCCDC,C,KC,CKC,DCKC,CDCKC,ø,VVC,CVV,CVC,0,0,2,1,0,1,0,1,1,2,2,1,1,101,101,1101,3,3,2,1,DC,CD,CKC,,C,C,C,,C,D,D,K,1,1,0,F,3,antepaenultima
3,3,3,aus,h1u,sig,ig,aus,A,N,ø,acc,D,DC,DCC,DCCD,DCCDC,C,KC,CKC,DCKC,CDCKC,noacc,VVC,CVV,CVC,0,0,2,1,0,1,0,1,1,2,2,1,1,101,101,201,3,3,2,1,DC,CD,CKC,,C,C,C,,C,D,D,K,1,1,1,F,3,antepaenultima
3,2,3,aus,he,ben,en,aus,V,V,AS,acc,D,DC,DCC,DCCL,DCCLC,C,KC,CKC,LCKC,CLCKC,ø,VVC,CVV,CVC,0,0,2,1,0,1,0,1,1,2,2,1,1,101,101,1101,3,2,2,1,DC,CL,CKC,,C,C,C,,C,D,L,K,1,1,0,F,3,antepaenultima
3,2,4,aus,he,bern,ern,aus,V,N,AS,acc,D,DC,DCC,DCCL,DCCLC,C,CC,KCC,CKCC,LCKCC,ø,VVC,CVV,CVCC,0,0,3,1,0,2,0,1,1,2,2,1,1,101,101,1111,3,2,2,1,DC,CL,CKCC,,C,C,C,,CC,D,L,K,1,1,0,F,3,antepaenultima
3,2,3,Aus,he,ber,er,aus,N,V,SA,acc,D,DC,DCC,DCCL,DCCLC,C,KC,CKC,LCKC,CLCKC,ø,VVC,CVV,CVC,0,0,2,1,0,1,0,1,1,2,2,1,1,101,101,111,3,2,2,1,DC,CL,CKC,,C,C,C,,C,D,L,K,1,1,0,T,3,antepaenultima
3,2,4,Aus,he,bung,ung,aus,N,V,SA,acc,D,DC,DCC,DCCL,DCCLC,C,KC,CKC,LCKC,CLCKC,ø,VVC,CVV,CVC,0,0,2,1,0,1,0,1,1,2,2,1,1,101,101,1101,3,2,2,1,DC,CL,CKC,,C,C,C,,C,D,L,K,1,1,1,T,3,antepaenultima
3,2,4,aus,he,cken,en,aus,V,V,AS,acc,D,DC,DCC,DCCK,DCCKC,C,KC,CKC,KCKC,CKCKC,ø,VVC,CVC,CVC,0,2,2,1,1,1,0,1,1,2,1,1,1,101,101,1101,3,2,2,1,DC,CK,CKC,,C,C,C,,C,D,K,K,1,1,0,F,3,antepaenultima
3,3,3,aus,hei,len,en,aus,V,V,AS,acc,D,DC,DCC,DCCD,DCCDC,C,KC,CKC,DCKC,CDCKC,ø,VVC,CVV,CVC,0,0,2,1,0,1,0,1,1,2,2,1,1,101,101,1011,3,3,3,1,DC,CD,CKC,,C,C,C,,C,D,D,K,1,1,0,F,3,antepaenultima
3,3,4,Aus,hei,lung,ung,aus,N,V,SA,acc,D,DC,DCC,DCCD,DCCDC,C,KC,CKC,DCKC,CDCKC,ø,VVC,CVV,CVC,0,0,2,1,0,1,0,1,1,2,2,1,1,101,101,1011,3,3,3,1,DC,CD,CKC,,C,C,C,,C,D,D,K,1,1,1,T,3,antepaenultima
3,3,3,aus,hel,fen,en,aus,V,V,AS,acc,D,DC,DCC,DCCK,DCCKC,C,KC,CKC,CCKC,KCCKC,ø,VVC,CVC,CVC,0,2,2,1,1,1,0,1,1,2,1,1,1,101,111,1101,3,2,2,1,DC,CKC,CKC,,C,C,C,C,C,D,K,K,1,1,0,F,3,antepaenultima
3,3,3,Aus,hel,fer,er,aus,N,V,SA,acc,D,DC,DCC,DCCK,DCCKC,C,KC,CKC,CCKC,KCCKC,ø,VVC,CVC,CVC,0,2,2,1,1,1,0,1,1,2,1,1,1,101,111,111,3,2,2,1,DC,CKC,CKC,,C,C,C,C,C,D,K,K,1,1,0,T,3,antepaenultima
3,3,2,Aus,hil,fe,e,aus,N,V,S,acc,D,DC,DCC,DCCK,DCCKC,K,CK,CCK,KCCK,CKCCK,ø,VVC,CVC,CV,0,2,1,1,1,0,0,1,1,2,1,1,1,101,111,101,3,3,2,0,DC,CKC,CK,,C,C,C,C,,D,K,K,1,1,0,T,3,antepaenultima
3,5,5,Aus,hilfs,kraft,aft,aus,N,NN,SAS,acc,D,DC,DCC,DCCK,DCCKC,C,CC,KCC,CKCC,CCKCC,ø,VVC,CVCCC,CCVCC,0,4,4,1,3,2,0,1,2,2,1,1,2,101,311,311,3,2,2,1,DC,CKCCC,CCKCC,,C,CC,C,CCC,CC,D,K,K,1,2,2,T,3,antepaenultima
3,3,3,aus,h3h,len,en,aus,V,V,AS,acc,D,DC,DCC,DCCL,DCCLC,C,KC,CKC,LCKC,CLCKC,ø,VVC,CVV,CVC,0,0,2,1,0,1,0,1,1,2,2,1,1,101,101,1011,3,2,3,1,DC,CL,CKC,,C,C,C,,C,D,L,K,1,1,0,F,3,antepaenultima
3,3,4,Aus,h3h,lung,ung,aus,N,V,SA,acc,D,DC,DCC,DCCL,DCCLC,C,KC,CKC,LCKC,CLCKC,ø,VVC,CVV,CVC,0,0,2,1,0,1,0,1,1,2,2,1,1,101,101,1011,3,2,3,1,DC,CL,CKC,,C,C,C,,C,D,L,K,1,1,1,T,3,antepaenultima
3,2,3,aus,ho,len,en,aus,V,V,AS,acc,D,DC,DCC,DCCL,DCCLC,C,KC,CKC,LCKC,CLCKC,ø,VVC,CVV,CVC,0,0,2,1,0,1,0,1,1,2,2,1,1,101,101,1011,3,2,3,1,DC,CL,CKC,,C,C,C,,C,D,L,K,1,1,0,F,3,antepaenultima
3,3,3,aus,hol,zen,en,aus,V,V,AS,acc,D,DC,DCC,DCCK,DCCKC,C,KC,AKC,CAKC,KCAKC,ø,VVC,CVC,CVC,0,2,2,1,1,1,0,1,1,2,1,1,1,101,111,1101,3,2,2,1,DC,CKC,AKC,,C,A,C,C,C,D,K,K,1,1,0,F,3,antepaenultima
3,3,4,Aus,hol,zung,ung,aus,N,V,SA,acc,D,DC,DCC,DCCK,DCCKC,C,KC,AKC,CAKC,KCAKC,ø,VVC,CVC,CVC,0,2,2,1,1,1,0,1,1,2,1,1,1,101,111,1101,3,2,2,1,DC,CKC,AKC,,C,A,C,C,C,D,K,K,1,1,1,T,3,antepaenultima
3,3,4,aus,hor,chen,en,aus,V,V,AS,acc,D,DC,DCC,DCCK,DCCKC,C,KC,CKC,CCKC,KCCKC,ø,VVC,CVC,CVC,0,2,2,1,1,1,0,1,1,2,1,1,1,101,111,1101,3,2,2,1,DC,CKC,CKC,,C,C,C,C,C,D,K,K,1,1,0,F,3,antepaenultima
3,3,4,Aus,hor,cher,er,aus,N,V,SA,acc,D,DC,DCC,DCCK,DCCKC,C,KC,CKC,CCKC,KCCKC,ø,VVC,CVC,CVC,0,2,2,1,1,1,0,1,1,2,1,1,1,101,111,111,3,2,2,1,DC,CKC,CKC,,C,C,C,C,C,D,K,K,1,1,0,T,3,antepaenultima
3,3,4,aus,hor,sten,en,aus,V,V,AS,acc,D,DC,DCC,DCCK,DCCKC,C,KC,CKC,CCKC,CCCKC,ø,VVC,CVC,CCVC,0,2,3,1,1,1,0,1,2,2,1,1,1,101,111,1201,3,2,2,1,DC,CKC,CCKC,,C,CC,C,C,C,D,K,K,1,1,0,F,3,antepaenultima
3,3,4,aus,hun,gern,ern,aus,V,V,AS,acc,D,DC,DCC,DCCK,DCCKC,C,CC,KCC,CKCC,KCKCC,ø,VVC,CVC,CVCC,0,2,3,1,1,2,0,1,1,2,1,1,1,101,101,2011,3,3,2,1,DC,CK,CKCC,,C,C,C,,CC,D,K,K,1,1,0,F,3,antepaenultima
3,2,4,aus,hu,sten,en,aus,V,V,AS,acc,D,DC,DCC,DCCL,DCCLC,C,KC,CKC,CCKC,LCCKC,ø,VVC,CVVC,CVC,0,1,2,1,1,1,0,1,1,2,2,1,1,101,201,1101,3,2,2,1,DC,CLC,CKC,,C,C,C,C,C,D,L,K,1,1,0,F,3,antepaenultima
3,1,3,aus,i,xen,en,ø,V,V,S,ø,D,DC,DCK,DCKC,DCKCC,C,KC,CKC,CCKC,KCCKC,ø,VVC,VC,CCVC,0,1,3,1,1,1,0,0,2,2,1,1,1,101,1,1201,3,5,2,1,DC,K,CCKC,,,CC,C,,C,D,K,K,1,1,0,F,3,antepaenultima
3,2,3,aus,j1,ten,en,aus,V,V,AS,acc,D,DC,DCC,DCCL,DCCLC,C,KC,CKC,LCKC,CLCKC,ø,VVC,CVV,CVC,0,0,2,1,0,1,0,1,1,2,2,1,1,101,2,1101,3,4,2,1,DC,CL,CKC,,C,C,C,,C,D,L,K,1,1,0,F,3,antepaenultima
3,3,3,aus,k1m,men,en,aus,V,V,AS,acc,D,DC,DCC,DCCK,DCCKC,C,KC,CKC,KCKC,CKCKC,ø,VVC,CVC,CVC,0,2,2,1,1,1,0,1,1,2,1,1,1,101,101,2001,3,2,2,1,DC,CK,CKC,,C,C,C,,C,D,K,K,1,1,0,F,3,antepaenultima
3,2,4,aus,ke,geln,eln,aus,V,V,AS,acc,D,DC,DCC,DCCL,DCCLC,C,CC,KCC,CKCC,LCKCC,ø,VVC,CVV,CVCC,0,0,3,1,0,2,0,1,1,2,2,1,1,101,101,1111,3,2,2,1,DC,CL,CKCC,,C,C,C,,CC,D,L,K,1,1,0,F,3,antepaenultima
3,3,3,aus,keh,len,en,aus,V,N,AS,acc,D,DC,DCC,DCCL,DCCLC,C,KC,CKC,LCKC,CLCKC,ø,VVC,CVV,CVC,0,0,2,1,0,1,0,1,1,2,2,1,1,101,101,1011,3,2,3,1,DC,CL,CKC,,C,C,C,,C,D,L,K,1,1,0,F,3,antepaenultima
3,3,4,Aus,keh,lung,ung,aus,N,V,SA,acc,D,DC,DCC,DCCL,DCCLC,C,KC,CKC,LCKC,CLCKC,ø,VVC,CVV,CVC,0,0,2,1,0,1,0,1,1,2,2,1,1,101,101,1011,3,2,3,1,DC,CL,CKC,,C,C,C,,C,D,L,K,1,1,1,T,3,antepaenultima
3,3,3,aus,keh,ren,en,aus,V,V,AS,acc,D,DC,DCC,DCCL,DCCLC,C,KC,CKC,LCKC,CLCKC,ø,VVC,CVV,CVC,0,0,2,1,0,1,0,1,1,2,2,1,1,101,101,1011,3,2,3,1,DC,CL,CKC,,C,C,C,,C,D,L,K,1,1,0,F,3,antepaenultima
3,3,5,Aus,keh,richt,icht,aus,N,N,AS,acc,D,DC,DCC,DCCL,DCCLC,C,CC,KCC,CKCC,LCKCC,ø,VVC,CVV,CVCC,0,0,3,1,0,2,0,1,1,2,2,1,1,101,101,211,3,2,2,1,DC,CL,CKCC,,C,C,C,,CC,D,L,K,1,1,2,T,3,antepaenultima
3,3,3,aus,kei,len,en,aus,V,V,AS,acc,D,DC,DCC,DCCD,DCCDC,C,KC,CKC,DCKC,CDCKC,ø,VVC,CVV,CVC,0,0,2,1,0,1,0,1,1,2,2,1,1,101,101,1011,3,3,3,1,DC,CD,CKC,,C,C,C,,C,D,D,K,1,1,0,F,3,antepaenultima
3,3,3,aus,kei,men,en,aus,V,V,AS,acc,D,DC,DCC,DCCD,DCCDC,C,KC,CKC,DCKC,CDCKC,ø,VVC,CVV,CVC,0,0,2,1,0,1,0,1,1,2,2,1,1,101,101,2001,3,3,2,1,DC,CD,CKC,,C,C,C,,C,D,D,K,1,1,0,F,3,antepaenultima
3,3,3,aus,ken,nen,en,aus,V,V,AS,acc,D,DC,DCC,DCCK,DCCKC,C,KC,CKC,KCKC,CKCKC,ø,VVC,CVC,CVC,0,2,2,1,1,1,0,1,1,2,1,1,1,101,101,2001,3,2,2,1,DC,CK,CKC,,C,C,C,,C,D,K,K,1,1,0,F,3,antepaenultima
3,3,3,aus,ker,ben,en,aus,V,V,AS,acc,D,DC,DCC,DCCK,DCCKC,C,KC,CKC,CCKC,KCCKC,ø,VVC,CVC,CVC,0,2,2,1,1,1,0,1,1,2,1,1,1,101,111,1101,3,2,2,1,DC,CKC,CKC,,C,C,C,C,C,D,K,K,1,1,0,F,3,antepaenultima
