syl_suffix,signi_suffix,suffix1,suffix2,suffix3,suffix4,suffix5,suffix_phoncat1,suffix_phoncat2,suffix_phoncat3,suffix_phoncat4,suffix_phoncat5,suff_class,syl_praefix,signi_praefix,praefix1,praefix2,praefix3,praefix4,praefix5,praefix_phoncat1,praefix_phoncat2,praefix_phoncat3,praefix_phoncat4,praefix_phoncat5,prae_class,sonority0,sonority1,sonority2,sonority3,sonority4,sonority_ratio0,sonority_ratio1,sonority_ratio2,sonority_ratio3,sonority_ratio4,sonority_dir,syl_weight0,syl_weight1,syl_weight2,syl_weight3,syl_weight4,syl_open0,syl_open1,syl_open2,syl_open3,syl_open4,syl_phoncat0,syl_phoncat1,syl_phoncat2,syl_phoncat3,syl_phoncat4,onset_phoncat0,onset_phoncat1,onset_phoncat2,onset_phoncat3,onset_phoncat4,koda_phoncat0,koda_phoncat1,koda_phoncat2,koda_phoncat3,koda_phoncat4,nucleus_phoncat0,nucleus_phoncat1,nucleus_phoncat2,nucleus_phoncat3,nucleus_phoncat4,syl_len0,syl_len1,syl_len2,syl_len3,syl_len4,koda_len0,koda_len1,koda_len2,koda_len3,koda_len4,onset_len0,onset_len1,onset_len2,onset_len3,onset_len4,nucleus_len0,nucleus_len1,nucleus_len2,nucleus_len3,nucleus_len4,syl_cv0,syl_cv1,syl_cv2,syl_cv3,syl_cv4,cv_ratio0,cv_ratio1,cv_ratio2,cv_ratio3,cv_ratio4,pos,comp_struct,nomen,comp_len,Word,stress_class
ze,ø,e,ze,nze,enze,renze,K,AK,CAK,KCAK,CKCAK,ø,Be,ø,B,Be,Bel,Bela,Belas,C,CK,CKC,CKCK,CKCKC,noacc,7,11,13,14,7,3,3,3,3,3,0,schwa,light,heavy,light,schwa,o,c,c,c,o,CK,CKC,CKCC,CCKC,AK,C,C,C,CC,A,,C,CC,C,,K,K,K,K,K,2,2,6,4,2,0,1,2,1,0,1,1,1,2,1,1,1,1,1,1,CV,CVC,CVCC,CCVC,CV,1,2,3,3,1,N,NN,T,2,Belastungsgrenze,sekunda
be,ø,e,be,obe,robe,probe,K,CK,LCK,CLCK,CCLCK,ø,Be,ø,B,Be,Bel,Bela,Belas,C,CK,CKC,CKCK,CKCKC,noacc,7,11,13,11,7,3,3,3,3,3,0,schwa,light,heavy,light,schwa,o,c,c,o,o,CK,CKC,CKCC,CCL,CK,C,C,C,CC,C,,C,CC,,,K,K,K,L,K,2,2,6,3,2,0,1,2,0,0,1,1,1,2,1,1,1,1,2,1,CV,CVC,CVCC,CCVV,CV,1,2,3,1,1,N,NN,T,2,Belastungsprobe,sekunda
such,ø,h,ch,uch,such,rsuch,C,LC,CLC,CCLC,KCCLC,ø,Be,ø,B,Be,Bel,Bele,Beleb,C,CK,CKC,CKCL,CKCLC,noacc,7,10,13,11,10,3,5,3,3,3,0,schwa,light,heavy,light,light,o,o,c,c,c,CK,CL,CKCC,CKC,CLC,C,C,C,C,C,,,CC,C,C,K,L,K,K,L,2,2,5,3,4,0,0,2,1,1,1,1,1,1,1,1,2,1,1,2,CV,CVV,CVCC,CVC,CVVC,1,0,3,2,1,N,NN,T,2,Belebungsversuch,sekunda
plar,ø,r,ar,lar,plar,mplar,C,LC,CLC,CCLC,CCCLC,ø,Be,ø,B,Be,Bel,Bele,Beleg,C,CK,CKC,CKCL,CKCLC,noacc,7,11,6,11,19,3,3,6,2,4,2,schwa,light,light,light,light,o,c,c,c,c,CK,CLC,K,CCKC,CCLC,C,C,,CC,CC,,C,,C,C,K,L,K,K,L,2,3,2,2,4,0,1,1,1,1,1,1,0,2,2,1,2,1,1,2,CV,CVVC,VC,CCVC,CCVVC,1,1,1,3,1,N,VN,T,2,Belegexemplar,sekunda
fekt,ø,t,kt,ekt,fekt,ffekt,C,CC,KCC,CKCC,KCKCC,ø,Be,ø,B,Be,Bel,Bele,Beleu,C,CK,CKC,CKCD,CKCDC,noacc,7,15,13,6,9,3,5,3,6,2,-1,schwa,light,heavy,light,heavy,o,c,c,c,c,CK,CDC,CKCC,K,CKCC,C,C,C,,C,,C,CC,,CC,K,D,K,K,K,2,5,5,2,4,0,1,2,1,2,1,1,1,0,1,1,2,1,1,1,CV,CVVC,CVCC,VC,CVCC,1,1,3,1,3,N,NN,T,2,Beleuchtungseffekt,sekunda
ser,ø,r,er,ser,sser,esser,C,KC,CKC,KCKC,CKCKC,ø,Be,ø,B,Be,Bel,Beli,Belic,C,CK,CKC,CKCK,CKCKC,noacc,7,13,13,9,11,3,4,3,4,3,0,schwa,light,heavy,light,schwa,o,c,c,c,c,CK,CKC,CKCC,CK,CKC,C,C,C,C,C,,C,CC,,C,K,K,K,K,K,2,4,5,3,3,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,CV,CVC,CVCC,CVC,CVC,1,2,3,2,2,N,NV,T,2,Belichtungsmesser,sekunda
lich,ø,h,ch,ich,lich,dlich,C,KC,CKC,CCKC,CCCKC,noacc,be,be,b,be,ben,benu,benut,C,CK,CKC,CKCK,CKCKA,noacc,7,11,11,19,13,3,5,3,3,4,2,schwa,light,schwa,heavy,light,o,c,c,c,c,CK,CK,AKC,CCDCC,CKC,C,C,A,CC,C,,,C,CC,C,K,K,K,D,K,2,3,3,6,4,0,1,1,2,1,1,1,1,2,1,1,1,1,2,1,CV,CVC,CVC,CCVVCC,CVC,1,2,2,2,2,A,NA,F,2,benutzerfreundlich,sekunda
ster,ø,r,er,ter,ster,ister,C,KC,CKC,CCKC,KCCKC,ø,Ben,ø,B,Be,Ben,Benz,Benzi,C,CK,CKC,CKCA,CKCAL,ø,10,12,7,12,11,3,4,3,4,3,0,light,light,light,light,schwa,c,c,c,c,c,CKC,ALC,CK,CKC,CKC,C,A,C,C,C,C,C,,C,C,K,L,K,K,K,3,3,2,2,4,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,CVC,CVVC,CVC,CVC,CVC,2,1,2,2,2,N,NN,T,2,Benzinkanister,sekunda
le,ø,e,le,lle,elle,telle,K,CK,KCK,CKCK,CCKCK,ø,Be,ø,B,Be,Ber,Bera,Berat,C,CK,CKC,CKCL,CKCLC,noacc,7,14,13,8,10,3,7,3,2,5,0,schwa,light,heavy,light,schwa,o,o,c,c,o,CK,CL,CKCC,CCK,CK,C,C,C,CC,C,,,CC,,,K,L,K,K,K,2,2,5,4,2,0,0,2,1,0,1,1,1,2,1,1,2,1,1,1,CV,CVV,CVCC,CCVC,CV,1,0,3,3,1,N,NN,T,2,Beratungsstelle,sekunda
ter,ø,r,er,ter,tter,atter,C,KC,CKC,KCKC,CKCKC,ø,Be,ø,B,Be,Ber,Beri,Beric,C,CK,CKC,CKCK,CKCKC,noacc,7,14,10,8,11,3,3,5,2,3,0,schwa,heavy,light,light,schwa,o,c,c,c,c,CK,CKCC,KC,CCK,CKC,C,C,,CC,C,,CC,C,,C,K,K,K,K,K,2,5,2,4,3,0,2,1,1,1,1,1,0,2,1,1,1,1,1,1,CV,CVCC,VC,CCVC,CVC,1,3,1,3,2,N,NV,T,2,Berichterstatter,sekunda
tung,ø,g,ng,ung,tung,ttung,C,KC,CKC,KCKC,CKCKC,ø,Be,ø,B,Be,Ber,Beri,Beric,C,CK,CKC,CKCK,CKCKC,noacc,7,14,10,8,12,3,3,5,2,4,0,schwa,heavy,light,light,light,o,c,c,c,c,CK,CKCC,KC,CCK,CKC,C,C,,CC,C,,CC,C,,C,K,K,K,K,K,2,5,2,4,4,0,2,1,1,1,1,1,0,2,1,1,1,1,1,1,CV,CVCC,VC,CCVC,CVC,1,3,1,3,2,N,NV,T,2,Berichterstattung,sekunda
dung,ø,g,ng,ung,dung,ldung,C,KC,CKC,CCKC,KCCKC,ø,Be,ø,B,Be,Ber,Beru,Beruf,C,CK,CKC,CKCL,CKCLC,noacc,7,14,11,13,12,3,3,5,4,4,0,schwa,heavy,light,light,light,o,c,c,c,c,CK,CLCC,DC,CKC,CKC,C,C,,C,C,,CC,C,C,C,K,L,D,K,K,2,4,3,3,4,0,2,1,1,1,1,1,0,1,1,1,2,2,1,1,CV,CVVCC,VVC,CVC,CVC,1,1,0,2,2,N,NN,T,2,Berufsausbildung,sekunda
tend,ø,d,nd,end,tend,itend,C,CC,KCC,CKCC,DCKCC,ø,be,be,b,be,ber,beru,beruf,C,CK,CKC,CKCL,CKCLC,noacc,7,14,7,15,11,3,3,3,5,2,0,schwa,heavy,schwa,light,schwa,o,c,o,o,c,CK,CLCC,CK,CCD,CKCC,C,C,C,CC,C,,CC,,,CC,K,L,K,D,K,2,4,2,4,4,0,2,0,0,2,1,1,1,2,1,1,2,1,2,1,CV,CVVCC,CV,CCVV,CVCC,1,1,1,1,3,A,NF,F,2,berufsbegleitend,sekunda
ter,ø,r,er,ter,ater,rater,C,KC,CKC,LCKC,CLCKC,ø,Be,ø,B,Be,Ber,Beru,Beruf,C,CK,CKC,CKCL,CKCLC,noacc,7,14,7,14,11,3,3,3,7,3,0,schwa,heavy,schwa,light,schwa,o,c,o,o,c,CK,CLCC,CK,CL,CKC,C,C,C,C,C,,CC,,,C,K,L,K,L,K,2,4,2,2,3,0,2,0,0,1,1,1,1,1,1,1,2,1,2,1,CV,CVVCC,CV,CVV,CVC,1,1,1,0,2,N,NV,T,2,Berufsberater,sekunda
gen,ø,n,en,gen,ogen,zogen,C,KC,CKC,LCKC,ALCKC,ø,be,be,b,be,ber,beru,beruf,C,CK,CKC,CKCL,CKCLC,noacc,7,14,7,7,10,3,3,3,3,3,-1,schwa,heavy,schwa,light,schwa,o,c,o,o,c,CK,CLCC,CK,AL,CKC,C,C,C,A,C,,CC,,,C,K,L,K,L,K,2,4,2,2,3,0,2,0,0,1,1,1,1,1,1,1,2,1,2,1,CV,CVVCC,CV,CVV,CVC,1,1,1,0,2,A,NF,F,2,berufsbezogen,sekunda
rung,ø,g,ng,ung,rung,hrung,C,KC,CKC,LCKC,CLCKC,ø,Be,ø,B,Be,Ber,Beru,Beruf,C,CK,CKC,CKCL,CKCLC,noacc,7,14,10,11,15,3,3,5,5,5,1,schwa,heavy,light,light,light,o,c,c,o,c,CK,CLCC,KC,CL,CKC,C,C,,C,C,,CC,C,,C,K,L,K,L,K,2,4,2,3,4,0,2,1,0,1,1,1,0,1,1,1,2,1,2,1,CV,CVVCC,VC,CVV,CVC,1,1,1,0,2,N,NN,T,2,Berufserfahrung,sekunda
fisch,ø,h,ch,sch,isch,fisch,C,KC,CKC,LCKC,ALCKC,ø,be,be,b,be,ber,beru,beruf,C,CK,CKC,CKCL,CKCLC,noacc,7,14,8,9,10,3,3,2,4,3,0,schwa,heavy,light,light,light,o,c,o,o,c,CK,CLCC,CCL,AL,CKC,C,C,CC,A,C,,CC,,,C,K,L,L,L,K,2,4,3,2,5,0,2,0,0,1,1,1,2,1,1,1,2,2,2,1,CV,CVVCC,CCVV,CVV,CVC,1,1,1,0,2,A,NA,F,2,berufsspezifisch,sekunda
ge,ø,e,ge,ige,tige,etige,K,CK,KCK,CKCK,LCKCK,ø,Be,ø,B,Be,Ber,Beru,Beruf,C,CK,CKC,CKCL,CKCLC,noacc,7,14,7,9,7,3,3,3,4,3,-1,schwa,heavy,light,light,schwa,o,c,o,c,o,CK,CLCC,CL,CK,CK,C,C,C,C,C,,CC,,,,K,L,L,K,K,2,4,2,2,2,0,2,0,1,0,1,1,1,1,1,1,2,2,1,1,CV,CVVCC,CVV,CVC,CV,1,1,0,2,1,N,NA,T,2,Berufstaetige,sekunda
stanz,ø,z,nz,anz,tanz,stanz,A,CA,KCA,CKCA,CCKCA,ø,Be,ø,B,Be,Ber,Beru,Beruf,C,CK,CKC,CKCL,CKCLC,noacc,7,12,13,11,12,3,6,3,5,2,0,schwa,light,heavy,light,heavy,o,o,c,c,c,CK,CL,CKCC,KC,CCKCA,C,C,C,,CC,,,CC,C,CA,K,L,K,K,K,2,2,5,2,5,0,0,2,1,2,1,1,1,0,2,1,2,1,1,1,CV,CVV,CVCC,VC,CCVCC,1,0,3,1,4,N,NN,T,2,Berufungsinstanz,sekunda
me,ø,e,me,hme,ahme,nahme,K,CK,LCK,CLCK,CCLCK,ø,Be,ø,B,Be,Bes,Best,Besta,C,CK,CKC,CKCC,CKCCK,ø,7,12,11,13,9,3,2,5,6,4,0,schwa,heavy,light,light,schwa,o,c,c,o,o,CK,CCKCA,DC,CL,CK,C,CC,,C,C,,CA,C,,,K,K,D,L,K,2,6,3,3,2,0,2,1,0,0,1,2,0,1,1,1,1,2,2,1,CV,CCVCC,VVC,CVV,CV,1,4,0,0,1,N,NN,T,2,Bestandsaufnahme,sekunda
m1$,ø,s,ss,ess,aess,maess,C,LC,CLC,KCLC,CKCLC,ø,be,be,b,be,bes,best,besti,C,CK,CKC,CKCC,CKCCK,ø,7,10,15,7,10,3,3,3,3,3,0,schwa,light,heavy,schwa,light,o,c,c,o,c,CK,CCK,CKCC,CK,CLC,C,CC,C,C,C,,,CC,,C,K,K,K,K,L,2,4,5,2,3,0,1,2,0,1,1,2,1,1,1,1,1,1,1,2,CV,CCVC,CVCC,CV,CVVC,1,3,3,1,1,ADV,NA,F,2,bestimmungsgemaess,sekunda
fen,ø,n,en,fen,afen,hafen,C,KC,CKC,LCKC,CLCKC,ø,Be,ø,B,Be,Bes,Best,Besti,C,CK,CKC,CKCC,CKCCK,ø,7,10,15,11,10,3,3,3,5,3,0,schwa,light,heavy,light,schwa,o,c,c,o,c,CK,CCK,CKCC,CL,CKC,C,CC,C,C,C,,,CC,,C,K,K,K,L,K,2,4,5,2,3,0,1,2,0,1,1,2,1,1,1,1,1,1,2,1,CV,CCVC,CVCC,CVV,CVC,1,3,3,0,2,N,NN,T,2,Bestimmungshafen,sekunda
feld,ø,d,ld,eld,feld,sfeld,C,CC,KCC,CKCC,CCKCC,ø,Be,ø,B,Be,Bet,Beta,Betae,C,CK,CKC,CKCL,CKCLC,noacc,7,7,9,13,12,3,3,4,3,3,1,schwa,light,light,heavy,heavy,o,o,c,c,c,CK,CL,CK,CKCC,CKCC,C,C,C,C,C,,,,CC,CC,K,L,K,K,K,2,2,2,5,4,0,0,1,2,2,1,1,1,1,1,1,2,1,1,1,CV,CVV,CVC,CVCC,CVCC,1,0,2,3,3,N,NN,T,2,Betaetigungsfeld,sekunda
se,ø,e,se,ise,eise,weise,K,CK,DCK,CDCK,CCDCK,ø,Be,ø,B,Be,Bet,Betr,Betra,C,CK,CKC,CKCC,CKCCK,ø,7,12,13,11,7,3,3,3,5,3,-1,schwa,light,heavy,light,schwa,o,c,c,o,o,CK,CCKC,CKCC,CD,CK,C,CC,C,C,C,,C,CC,,,K,K,K,D,K,2,5,5,3,2,0,1,2,0,0,1,2,1,1,1,1,1,1,2,1,CV,CCVC,CVCC,CVV,CV,1,3,3,0,1,N,NA,T,2,Betrachtungsweise,sekunda
fisch,ø,h,ch,sch,isch,fisch,C,KC,CKC,LCKC,ALCKC,ø,be,be,b,be,bet,betr,betri,C,CK,CKC,CKCC,CKCCL,noacc,7,15,8,9,10,3,3,2,4,3,0,schwa,heavy,light,light,light,o,c,o,o,c,CK,CCLCC,CCL,AL,CKC,C,CC,CC,A,C,,CC,,,C,K,L,L,L,K,2,6,3,2,5,0,2,0,0,1,1,2,2,1,1,1,2,2,2,1,CV,CCVVCC,CCVV,CVV,CVC,1,2,1,0,2,A,NA,F,2,betriebsspezifisch,sekunda
lich,ø,h,ch,ich,lich,tlich,C,KC,CKC,CCKC,CCCKC,noacc,be,be,b,be,bet,betr,betri,C,CK,CKC,CKCC,CKCCL,noacc,7,15,14,9,13,3,3,3,2,4,0,schwa,heavy,heavy,heavy,light,o,c,c,c,c,CK,CCLCC,CKCC,CKCC,CKC,C,CC,C,C,C,,CC,CC,CC,C,K,L,K,K,K,2,6,4,6,4,0,2,2,2,1,1,2,1,1,1,1,2,1,1,1,CV,CCVVCC,CVCC,CVCC,CVC,1,2,3,3,2,A,NA,F,2,betriebswirtschaftlich,sekunda
lauf,ø,f,uf,auf,lauf,blauf,C,DC,CDC,CCDC,KCCDC,ø,Be,ø,B,Be,Bew,Bewe,Beweg,C,CK,CKC,CKCL,CKCLC,ø,7,7,13,7,15,3,3,3,3,5,1,schwa,light,heavy,light,light,o,o,c,c,c,CK,CL,CKCC,KC,CDC,C,C,C,,C,,,CC,C,C,K,L,K,K,D,2,2,5,2,4,0,0,2,1,1,1,1,1,0,1,1,2,1,1,2,CV,CVV,CVCC,VC,CVVC,1,0,3,1,1,N,NN,T,2,Bewegungsablauf,sekunda
heit,heit,t,it,eit,heit,iheit,C,DC,CDC,DCDC,CDCDC,ø,Be,ø,B,Be,Bew,Bewe,Beweg,C,CK,CKC,CKCL,CKCLC,ø,7,7,13,15,12,3,3,3,5,4,1,schwa,light,heavy,light,light,o,o,c,o,c,CK,CL,CKCC,CCD,CDC,C,C,C,CC,C,,,CC,,C,K,L,K,D,D,2,2,5,4,4,0,0,2,0,1,1,1,1,2,1,1,2,1,2,2,CV,CVV,CVCC,CCVV,CVVC,1,0,3,1,1,N,NN,T,2,Bewegungsfreiheit,sekunda
me,ø,e,me,hme,ahme,nahme,K,CK,LCK,CLCK,CCLCK,ø,Be,ø,B,Be,Bew,Bewe,Bewei,C,CK,CKC,CKCD,CKCDC,ø,7,12,11,13,9,3,4,5,6,4,0,schwa,light,light,light,schwa,o,c,c,o,o,CK,CDC,DC,CL,CK,C,C,,C,C,,C,C,,,K,D,D,L,K,2,4,3,3,2,0,1,1,0,0,1,1,0,1,1,1,2,2,2,1,CV,CVVC,VVC,CVV,CV,1,1,0,0,1,N,NN,T,2,Beweisaufnahme,sekunda
dung,ø,g,ng,ung,dung,ldung,C,KC,CKC,CCKC,KCCKC,ø,Be,ø,B,Be,Bew,Bewu,Bewus,C,CK,CKC,CKCK,CKCKC,ø,7,11,15,13,12,3,2,3,4,4,1,schwa,heavy,heavy,light,light,o,c,c,c,c,CK,CKCC,CDCC,CKC,CKC,C,C,C,C,C,,CC,CC,C,C,K,K,D,K,K,2,4,5,3,4,0,2,2,1,1,1,1,1,1,1,1,1,2,1,1,CV,CVCC,CVVCC,CVC,CVC,1,3,1,2,2,N,NV,T,2,Bewusstseinsbildung,sekunda
rei,ø,i,ei,rei,erei,merei,D,CD,KCD,CKCD,CCKCD,ø,Bil,ø,B,Bi,Bil,Bild,Bilde,C,CK,CKC,CKCC,CKCCK,ø,13,11,14,9,14,4,3,3,4,7,0,light,schwa,light,schwa,light,c,c,c,o,o,CKC,CKC,CCKC,CK,CD,C,C,CC,C,C,C,C,C,,,K,K,K,K,D,3,3,4,2,3,1,1,1,0,0,1,1,2,1,1,1,1,1,1,2,CVC,CVC,CCVC,CV,CVV,2,2,3,1,0,N,NN,T,2,Bilderstuermerei,ultima
tung,ø,g,ng,ung,tung,htung,C,KC,CKC,CCKC,KCCKC,ø,Bil,ø,B,Bi,Bil,Bild,Bildu,C,CK,CKC,CKCC,CKCCK,ø,13,13,13,13,12,4,3,6,4,4,-1,light,heavy,light,light,light,c,c,c,c,c,CKC,CKCC,DC,CKC,CKC,C,C,,C,C,C,CC,C,C,C,K,K,D,K,K,3,5,3,4,4,1,2,1,1,1,1,1,0,1,1,1,1,2,1,1,CVC,CVCC,VVC,CVC,CVC,2,3,0,2,2,N,NN,T,2,Bildungseinrichtung,prima
al,al,l,al,eal,deal,ideal,C,LC,LLC,CLLC,LCLLC,ø,Bil,ø,B,Bi,Bil,Bild,Bildu,C,CK,CKC,CKCC,CKCCK,ø,13,13,8,7,14,4,3,8,3,7,-1,light,heavy,light,light,light,c,c,o,o,c,CKC,CKCC,L,CL,LC,C,C,,C,,C,CC,,,C,K,K,L,L,L,3,5,1,2,2,1,2,0,0,1,1,1,0,1,0,1,1,2,2,2,CVC,CVCC,VV,CVV,VVC,2,3,0,0,0,N,NN,T,2,Bildungsideal,prima
tik,ø,k,ik,tik,itik,litik,C,LC,CLC,LCLC,CLCLC,noacc,Bil,ø,B,Bi,Bil,Bild,Bildu,C,CK,CKC,CKCC,CKCCK,ø,13,13,7,12,10,4,3,3,6,3,-1,light,heavy,light,light,light,c,c,o,o,c,CKC,CKCC,CL,CL,CLC,C,C,C,C,C,C,CC,,,C,K,K,L,L,L,3,5,2,2,3,1,2,0,0,1,1,1,1,1,1,1,1,2,2,2,CVC,CVCC,CVV,CVV,CVVC,2,3,0,0,1,N,NN,T,2,Bildungspolitik,prima
tisch,ø,h,ch,sch,isch,tisch,C,KC,CKC,LCKC,CLCKC,ø,bil,ø,b,bi,bil,bild,bildu,C,CK,CKC,CKCC,CKCCK,ø,13,13,7,12,10,4,3,3,6,3,-1,light,heavy,light,light,light,c,c,o,o,c,CKC,CKCC,CL,CL,CKC,C,C,C,C,C,C,CC,,,C,K,K,L,L,K,3,5,2,2,5,1,2,0,0,1,1,1,1,1,1,1,1,2,2,1,CVC,CVCC,CVV,CVV,CVC,2,3,0,0,2,A,NA,F,2,bildungspolitisch,prima
se,ø,e,se,ise,eise,weise,K,CK,DCK,CDCK,CCDCK,ø,bil,ø,b,bi,bil,bill,billi,C,CK,CKC,CKCK,CKCKC,ø,9,12,11,11,7,4,6,3,5,3,-1,light,light,schwa,light,schwa,c,c,c,o,o,CK,CK,CKC,CD,CK,C,C,C,C,C,,,C,,,K,K,K,D,K,3,2,3,3,2,1,1,1,0,0,1,1,1,1,1,1,1,1,2,1,CVC,CVC,CVC,CVV,CV,2,2,2,0,1,ADV,AA,F,2,billigerweise,prima
misch,ø,h,ch,sch,isch,misch,C,KC,CKC,LCKC,CLCKC,ø,bi,ø,b,bi,bio,biod,biody,C,CL,CLL,CLLC,CLLCL,ø,9,6,9,13,12,4,6,4,6,4,1,light,light,light,light,light,o,o,o,o,c,CL,L,CL,CL,CKC,C,,C,C,C,,,,,C,L,L,L,L,K,2,1,2,2,5,0,0,0,0,1,1,0,1,1,1,2,2,2,2,1,CVV,VV,CVV,CVV,CVC,0,0,0,0,2,A,ø,F,2,biodynamisch,paenultima
se,ø,e,se,ese,nese,enese,K,CK,LCK,CLCK,LCLCK,ø,Bi,ø,B,Bi,Bio,Biog,Bioge,C,CL,CLL,CLLC,CLLCL,ø,9,6,7,9,7,4,6,3,4,3,-1,light,light,light,light,schwa,o,o,o,o,o,CL,L,CL,CL,CK,C,,C,C,C,,,,,,L,L,L,L,K,2,1,2,2,2,0,0,0,0,0,1,0,1,1,1,2,2,2,2,1,CVV,VV,CVV,CVV,CV,0,0,0,0,1,N,ø,T,2,Biogenese,paenultima
ment,ø,t,nt,ent,ment,ument,C,CC,KCC,CKCC,LCKCC,ø,Blech,ø,B,Bl,Ble,Blec,Blech,C,CC,CCK,CCKC,CCKCC,ø,12,16,11,14,13,3,4,5,3,3,0,light,light,light,light,heavy,c,c,c,o,c,CCKC,CCLC,KC,CCCL,CKCC,CC,CC,,CCC,C,C,C,C,,CC,K,L,K,L,K,5,4,2,4,4,1,1,1,0,2,2,2,0,3,1,1,2,1,2,1,CCVC,CCVVC,VC,CCCVV,CVCC,3,1,1,1,3,N,VN,T,2,Blechblasinstrument,prima
dung,ø,g,ng,ung,dung,ndung,C,KC,CKC,CCKC,KCCKC,ø,Blind,ø,B,Bl,Bli,Blin,Blind,C,CC,CCK,CCKC,CCKCC,ø,17,14,10,12,12,3,3,3,4,4,-2,heavy,heavy,heavy,light,light,c,c,c,c,c,CCKCC,CKCC,KCC,AKC,CKC,CC,C,,A,C,CC,CC,CC,C,C,K,K,K,K,K,5,4,3,3,4,2,2,2,1,1,2,1,0,1,1,1,1,1,1,1,CCVCC,CVCC,VCC,CVC,CVC,4,3,2,2,2,N,NV,T,2,Blinddarmentzuendung,prima
me,ø,e,me,hme,ahme,nahme,K,CK,LCK,CLCK,CCLCK,ø,Blitz,ø,B,Bl,Bli,Blit,Blitz,C,CC,CCK,CCKA,CCKAC,ø,14,14,11,13,9,3,3,5,6,4,-2,light,heavy,light,light,schwa,c,c,c,o,o,CCKA,CKCC,DC,CL,CK,CC,C,,C,C,A,CC,C,,,K,K,D,L,K,5,5,3,3,2,1,2,1,0,0,2,1,0,1,1,1,1,2,2,1,CCVC,CVCC,VVC,CVV,CV,3,3,0,0,1,N,NN,T,2,Blitzlichtaufnahme,prima
fen,ø,n,en,fen,ufen,aufen,C,KC,CKC,DCKC,CDCKC,ø,blut,ø,b,bl,blu,blut,blutu,C,CC,CCL,CCLC,CCLCK,ø,14,11,11,14,10,3,5,3,7,3,-1,light,light,schwa,light,schwa,c,c,c,o,c,CCLC,KC,CKC,CD,CKC,CC,,C,C,C,C,C,C,,C,L,K,K,D,K,4,2,3,3,3,1,1,1,0,1,2,0,1,1,1,2,1,1,2,1,CCVVC,VC,CVC,CVV,CVC,1,1,2,0,2,A,NF,F,2,blutunterlaufen,prima
nal,ø,l,al,nal,onal,sonal,C,LC,CLC,LCLC,CLCLC,ø,Bo,ø,B,Bo,Bod,Bode,Boden,C,CL,CLC,CLCK,CLCKC,ø,7,10,11,7,17,3,3,3,3,5,1,light,schwa,light,light,light,o,c,c,o,c,CL,CKC,CKC,CL,CLC,C,C,C,C,C,,C,C,,C,L,K,K,L,L,2,3,3,2,3,0,1,1,0,1,1,1,1,1,1,2,1,1,2,2,CVV,CVC,CVC,CVV,CVVC,0,2,2,0,1,N,NN,T,2,Bodenpersonal,prima
nis,nis,s,is,nis,hnis,chnis,C,KC,CKC,CCKC,DCCKC,noacc,Bran,ø,B,Br,Bra,Bran,Branc,C,CC,CCN,CCNC,CCNCK,ø,13,10,11,12,12,4,3,3,4,4,0,light,schwa,light,light,light,o,c,c,c,c,CCN,CKC,CKC,ADC,CKC,CC,C,C,A,C,,C,C,C,C,N,K,K,D,K,4,4,3,5,3,0,1,1,1,1,2,1,1,1,1,2,1,1,2,1,CCVV,CVC,CVC,CVVC,CVC,1,2,2,1,2,N,NN,T,2,Branchenverzeichnis,prima
werk,ø,k,rk,erk,werk,gwerk,C,CC,KCC,CKCC,CCKCC,ø,Braun,ø,B,Br,Bra,Brau,Braun,C,CC,CCD,CCDC,CCDCC,ø,18,7,13,12,12,4,3,4,3,3,-1,light,light,schwa,heavy,heavy,c,o,c,c,c,CCDC,CL,CKC,CKCC,CKCC,CC,C,C,C,C,C,,C,CC,CC,D,L,K,K,K,5,3,3,4,4,1,0,1,2,2,2,1,1,1,1,2,2,1,1,1,CCVVC,CVV,CVC,CVCC,CVCC,1,0,2,3,3,N,NN,T,2,Braunkohlenbergwerk,prima
ral,ø,l,al,ral,eral,teral,C,LC,CLC,KCLC,CKCLC,ø,Bril,ø,B,Br,Bri,Bril,Brill,C,CC,CCK,CCKC,CCKCK,ø,13,13,9,11,14,4,4,4,3,7,0,light,schwa,light,schwa,light,c,c,c,c,c,CCK,CKC,CK,CKC,LC,CC,C,C,C,,,C,,C,C,K,K,K,K,L,4,3,3,2,3,1,1,1,1,1,2,1,1,1,0,1,1,1,1,2,CCVC,CVC,CVC,CVC,VVC,3,2,2,2,0,N,NN,T,2,Brillenfutteral,prima
se,ø,e,se,ise,eise,weise,K,CK,DCK,CDCK,CCDCK,ø,buch,ø,b,bu,buc,buch,buchs,C,CL,CLC,CLCC,CLCCC,ø,10,12,10,11,7,3,4,3,5,3,-1,light,light,schwa,light,schwa,c,o,c,o,o,CLC,CCL,CKC,CD,CK,C,CC,C,C,C,C,,C,,,L,L,K,D,K,4,3,3,3,2,1,0,1,0,0,1,2,1,1,1,2,2,1,2,1,CVVC,CCVV,CVC,CVV,CV,1,1,2,0,1,ADV,NA,F,2,buchstabenweise,prima
