syl_suffix,signi_suffix,suffix1,suffix2,suffix3,suffix4,suffix5,suffix_phoncat1,suffix_phoncat2,suffix_phoncat3,suffix_phoncat4,suffix_phoncat5,suff_class,syl_praefix,signi_praefix,praefix1,praefix2,praefix3,praefix4,praefix5,praefix_phoncat1,praefix_phoncat2,praefix_phoncat3,praefix_phoncat4,praefix_phoncat5,prae_class,sonority0,sonority1,sonority2,sonority3,sonority4,sonority5,sonority6,sonority_ratio0,sonority_ratio1,sonority_ratio2,sonority_ratio3,sonority_ratio4,sonority_ratio5,sonority_ratio6,sonority_dir,syl_weight0,syl_weight1,syl_weight2,syl_weight3,syl_weight4,syl_weight5,syl_weight6,syl_open0,syl_open1,syl_open2,syl_open3,syl_open4,syl_open5,syl_open6,syl_phoncat0,syl_phoncat1,syl_phoncat2,syl_phoncat3,syl_phoncat4,syl_phoncat5,syl_phoncat6,onset_phoncat0,onset_phoncat1,onset_phoncat2,onset_phoncat3,onset_phoncat4,onset_phoncat5,onset_phoncat6,koda_phoncat0,koda_phoncat1,koda_phoncat2,koda_phoncat3,koda_phoncat4,koda_phoncat5,koda_phoncat6,nucleus_phoncat0,nucleus_phoncat1,nucleus_phoncat2,nucleus_phoncat3,nucleus_phoncat4,nucleus_phoncat5,nucleus_phoncat6,syl_len0,syl_len1,syl_len2,syl_len3,syl_len4,syl_len5,syl_len6,koda_len0,koda_len1,koda_len2,koda_len3,koda_len4,koda_len5,koda_len6,onset_len0,onset_len1,onset_len2,onset_len3,onset_len4,onset_len5,onset_len6,nucleus_len0,nucleus_len1,nucleus_len2,nucleus_len3,nucleus_len4,nucleus_len5,nucleus_len6,syl_cv0,syl_cv1,syl_cv2,syl_cv3,syl_cv4,syl_cv5,syl_cv6,cv_ratio0,cv_ratio1,cv_ratio2,cv_ratio3,cv_ratio4,cv_ratio5,cv_ratio6,pos,comp_struct,nomen,comp_len,Word,stress_class
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,Im,ø,I,Im,Imm,Imma,Immat,K,KC,KCK,KCKC,KCKCC,ø,8,10,12,9,10,9,9,8,3,6,4,5,4,4,-1,light,light,light,light,light,light,light,c,c,o,o,c,o,c,K,CKC,CL,CL,CK,AL,LC,,C,C,C,C,A,,,C,,,,,C,K,K,L,L,K,L,L,2,2,3,2,2,2,2,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,2,2,1,2,2,VC,CVC,CVV,CVV,CVC,CVV,VVC,1,2,0,0,2,0,0,N,R,T,1,Immatrikulation,ultima
t1t,ø,t,et,aet,taet,itaet,C,LC,CLC,LCLC,CLCLC,ø,Im,ø,I,Im,Imp,Impe,Imper,K,KC,KCC,KCCK,KCCKC,ø,11,11,9,6,9,12,8,5,3,4,6,4,6,2,-1,light,light,light,light,light,light,light,c,c,o,c,o,o,c,KC,CKC,CL,K,CL,CL,CLC,,C,C,,C,C,C,C,C,,,,,C,K,K,L,K,L,L,L,2,3,2,1,2,2,3,1,1,0,1,0,0,1,0,1,1,0,1,1,1,1,1,2,1,2,2,2,VC,CVC,CVV,VC,CVV,CVV,CVVC,1,2,0,1,0,0,1,N,A,T,1,Impermeabilitaet,ultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,In,ø,I,In,Ind,Inde,Indet,K,KC,KCC,KCCL,KCCLC,ø,11,7,11,11,9,9,9,5,3,3,5,4,4,4,-1,light,light,light,light,light,light,light,c,o,c,o,c,o,c,KC,CL,CKC,CL,CK,AL,LC,,C,C,C,C,A,,C,,C,,,,C,K,L,K,L,K,L,L,2,2,3,2,2,2,2,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,2,1,2,1,2,2,VC,CVV,CVC,CVV,CVC,CVV,VVC,1,0,2,0,2,0,0,N,N,T,1,Indetermination,ultima
mus,ø,s,us,mus,smus,ismus,C,KC,CKC,CCKC,LCCKC,noacc,In,ø,I,In,Ind,Indi,Indiv,K,KC,KCC,KCCL,KCCLC,ø,11,9,9,9,6,13,12,5,4,4,4,6,4,4,0,light,light,light,light,light,light,light,c,o,o,o,c,c,c,KC,CL,CL,CL,K,CLC,CKC,,C,C,C,,C,C,C,,,,,C,C,K,L,L,L,K,L,K,2,2,2,2,1,3,3,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,2,2,2,1,2,1,VC,CVV,CVV,CVV,VC,CVVC,CVC,1,0,0,0,1,1,2,N,R,T,1,Individualismus,paenultima
stisch,ø,h,ch,sch,isch,tisch,C,KC,CKC,CCKC,LCCKC,ø,in,ø,i,in,ind,indi,indiv,K,KC,KCC,KCCL,KCCLC,ø,11,9,9,9,6,13,10,5,4,4,4,6,4,3,0,light,light,light,light,light,light,light,c,o,o,o,c,c,c,KC,CL,CL,CL,K,CLC,CKC,,C,C,C,,C,C,C,,,,,C,C,K,L,L,L,K,L,K,2,2,2,2,1,2,6,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,2,2,2,1,2,1,VC,CVV,CVV,CVV,VC,CVVC,CVC,1,0,0,0,1,1,2,A,R,F,1,individualistisch,paenultima
t1t,ø,t,et,aet,taet,itaet,C,LC,CLC,LCLC,CLCLC,ø,In,ø,I,In,Ind,Indi,Indiv,K,KC,KCC,KCCL,KCCLC,ø,11,9,9,9,6,12,8,5,4,4,4,6,6,2,-1,light,light,light,light,light,light,light,c,o,o,o,c,o,c,KC,CL,CL,CL,K,CL,CLC,,C,C,C,,C,C,C,,,,,,C,K,L,L,L,K,L,L,2,2,2,2,1,2,3,1,0,0,0,1,0,1,0,1,1,1,0,1,1,1,2,2,2,1,2,2,VC,CVV,CVV,CVV,VC,CVV,CVVC,1,0,0,0,1,0,1,N,R,T,1,Individualitaet,ultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,In,ø,I,In,Ind,Indi,Indiv,K,KC,KCC,KCCL,KCCLC,ø,11,9,9,9,6,9,9,5,4,4,4,6,4,4,-1,light,light,light,light,light,light,light,c,o,o,o,c,o,c,KC,CL,CL,CL,K,AL,LC,,C,C,C,,A,,C,,,,,,C,K,L,L,L,K,L,L,2,2,2,2,1,2,2,1,0,0,0,1,0,1,0,1,1,1,0,1,0,1,2,2,2,1,2,2,VC,CVV,CVV,CVV,VC,CVV,VVC,1,0,0,0,1,0,0,N,R,T,1,Individuation,ultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,in,ø,i,in,ind,indu,indus,K,KC,KCC,KCCK,KCCKC,ø,11,10,13,6,12,9,13,5,3,4,6,6,4,4,0,light,light,light,light,light,light,schwa,c,c,o,c,o,o,c,KC,CKC,CCL,K,CL,CL,CKC,,C,CC,,C,C,C,C,C,,,,,C,K,K,L,K,L,L,K,2,2,4,1,2,3,3,1,1,0,1,0,0,1,0,1,2,0,1,1,1,1,1,2,1,2,2,1,VC,CVC,CCVV,VC,CVV,CVV,CVC,1,2,1,1,0,0,2,V,N,F,1,industrialisieren,paenultima
rung,ø,g,ng,ung,rung,erung,C,KC,CKC,LCKC,CLCKC,ø,In,ø,I,In,Ind,Indu,Indus,K,KC,KCC,KCCK,KCCKC,ø,11,10,13,6,12,9,15,5,3,4,6,6,4,5,0,light,light,light,light,light,light,light,c,c,o,c,o,o,c,KC,CKC,CCL,K,CL,CL,CKC,,C,CC,,C,C,C,C,C,,,,,C,K,K,L,K,L,L,K,2,2,4,1,2,3,4,1,1,0,1,0,0,1,0,1,2,0,1,1,1,1,1,2,1,2,2,1,VC,CVC,CCVV,VC,CVV,CVV,CVC,1,2,1,1,0,0,2,N,V,T,1,Industrialisierung,paenultima
mus,ø,s,us,mus,smus,ismus,C,KC,CKC,CCKC,KCCKC,noacc,In,ø,I,In,Int,Inte,Intel,K,KC,KCC,KCCK,KCCKC,ø,11,7,11,9,6,13,12,5,3,3,4,6,4,4,0,light,light,light,light,light,light,light,c,c,c,o,c,c,c,KC,CK,CKC,CL,K,CKC,CKC,,C,C,C,,C,C,C,,C,,,C,C,K,K,K,L,K,K,K,2,3,3,2,1,3,3,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,2,1,1,1,VC,CVC,CVC,CVV,VC,CVC,CVC,1,2,2,0,1,2,2,N,N,T,1,Intellektualismus,paenultima
le,ø,e,le,ale,nale,onale,K,CK,LCK,CLCK,LCLCK,ø,In,ø,I,In,Int,Inte,Inter,K,KC,KCC,KCCK,KCCKC,ø,11,11,9,9,6,13,10,5,3,4,4,6,6,5,-1,light,schwa,light,light,light,light,schwa,c,c,c,o,o,o,o,KC,CKC,CK,AL,L,CL,CK,,C,C,A,,C,C,C,C,,,,,,K,K,K,L,L,L,K,2,3,2,2,1,2,2,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,2,2,2,1,VC,CVC,CVC,CVV,VV,CVV,CV,1,2,2,0,0,0,1,N,F,T,1,Internationale,paenultima
risch,ø,h,ch,sch,isch,risch,C,KC,CKC,LCKC,CLCKC,ø,in,ø,i,in,int,inte,inter,K,KC,KCC,KCCK,KCCKC,ø,11,11,11,10,12,11,13,5,3,3,5,4,5,4,0,light,schwa,light,light,light,light,light,c,c,c,c,c,o,c,KC,CKC,CKC,CK,CKC,CL,CKC,,C,C,C,C,C,C,C,C,C,,C,,C,K,K,K,K,K,L,K,2,3,3,2,3,2,5,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,2,1,VC,CVC,CVC,CVC,CVC,CVV,CVC,1,2,2,2,2,0,2,A,A,F,1,interparlamentarisch,prima
t1t,ø,t,et,aet,taet,itaet,C,LC,CLC,LCLC,CLCLC,ø,In,ø,I,In,Int,Inte,Inter,K,KC,KCC,KCCK,KCCKC,ø,11,11,7,10,6,12,8,5,3,3,3,6,6,2,-1,light,schwa,light,light,light,light,light,c,c,c,o,c,o,c,KC,CKC,CK,CCL,K,CL,CLC,,C,C,CC,,C,C,C,C,,,,,C,K,K,K,L,K,L,L,2,3,2,2,1,2,3,1,1,1,0,1,0,1,0,1,1,2,0,1,1,1,1,1,2,1,2,2,VC,CVC,CVC,CCVV,VC,CVV,CVVC,1,2,2,1,1,0,1,N,N,T,1,Intersexualitaet,ultima
al,al,l,al,ial,rial,orial,C,LC,LLC,CLLC,LCLLC,ø,in,ø,i,in,int,inte,inter,K,KC,KCC,KCCK,KCCKC,ø,11,11,7,12,7,12,14,5,3,3,6,3,6,7,0,light,schwa,light,light,light,light,light,c,c,c,o,o,o,c,KC,CKC,CK,CL,CL,CL,LC,,C,C,C,C,C,,C,C,,,,,C,K,K,K,L,L,L,L,2,3,3,2,2,2,2,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,2,2,2,2,VC,CVC,CVC,CVV,CVV,CVV,VVC,1,2,2,0,0,0,0,A,A,F,1,interterritorial,ultima
mus,ø,s,us,mus,smus,ismus,C,KC,CKC,CCKC,KCCKC,noacc,Ir,ø,I,Ir,Irr,Irra,Irrat,K,KC,KCC,KCCK,KCCKA,ø,12,10,9,6,13,13,12,6,5,4,6,6,4,4,0,light,light,light,light,light,light,light,c,c,o,o,o,c,c,KC,CK,AL,L,CL,CKC,CKC,,C,A,,C,C,C,C,,,,,C,C,K,K,L,L,L,K,K,2,2,2,1,2,3,3,1,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,2,2,2,1,1,VC,CVC,CVV,VV,CVV,CVC,CVC,1,2,0,0,0,2,2,N,A,T,1,Irrationalismus,paenultima
t1t,ø,t,et,aet,taet,itaet,C,LC,CLC,LCLC,CLCLC,ø,Ir,ø,I,Ir,Irr,Irre,Irrel,K,KC,KCC,KCCL,KCCLC,ø,12,10,12,9,6,9,8,6,5,6,4,6,4,2,-1,light,light,light,light,light,light,light,c,o,o,o,o,o,c,KC,CL,CL,CL,L,CL,CLC,,C,C,C,,C,C,C,,,,,,C,K,L,L,L,L,L,L,2,2,2,2,1,2,3,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,2,2,2,2,2,2,VC,CVV,CVV,CVV,VV,CVV,CVVC,1,0,0,0,0,0,1,N,A,T,1,Irreligiositaet,ultima
mus,ø,s,us,mus,smus,ismus,C,KC,CKC,CCKC,KCCKC,noacc,I,ø,I,Is,Iso,Isol,Isola,L,LC,LCL,LCLC,LCLCK,ø,8,7,10,9,6,12,12,8,3,5,4,6,4,4,0,light,light,light,light,light,light,light,o,o,c,o,o,c,c,L,CL,CK,AL,L,CKC,CKC,,C,C,A,,C,C,,,,,,C,C,L,L,K,L,L,K,K,1,2,2,2,1,3,3,0,0,1,0,0,1,1,0,1,1,1,0,1,1,2,2,1,2,2,1,1,VV,CVV,CVC,CVV,VV,CVC,CVC,0,0,2,0,0,2,2,N,N,T,1,Isolationismus,paenultima
t1t,ø,t,et,aet,taet,itaet,C,LC,CLC,LCLC,CLCLC,ø,Kom,ø,K,Ko,Kom,Komm,Komme,C,CK,CKC,CKCK,CKCKC,ø,7,12,9,10,9,12,8,3,4,4,5,4,6,2,0,light,light,light,light,light,light,light,c,c,o,c,o,o,c,CK,CKC,CL,CK,CL,CL,CLC,C,C,C,C,C,C,C,,C,,,,,C,K,K,L,K,L,L,L,3,3,2,2,2,2,3,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,CVC,CVC,CVV,CVC,CVV,CVV,CVVC,2,2,0,2,0,0,1,N,A,T,1,Kommensurabilitaet,ultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,kom,ø,k,ko,kom,komm,komme,C,CK,CKC,CKCK,CKCKC,ø,7,13,9,6,12,9,13,3,4,4,6,6,4,4,0,light,light,light,light,light,light,schwa,c,c,o,c,o,o,c,CK,CKC,AL,K,CL,CL,CKC,C,C,A,,C,C,C,,C,,,,,C,K,K,L,K,L,L,K,3,3,2,1,2,3,3,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,2,1,2,2,1,CVC,CVC,CVV,VC,CVV,CVV,CVC,2,2,0,1,0,0,2,V,N,F,1,kommerzialisieren,paenultima
mus,ø,s,us,mus,smus,ismus,C,KC,CKC,CCKC,KCCKC,noacc,Kon,ø,K,Ko,Kon,Kond,Kondi,C,CK,CKC,CKCC,CKCCL,ø,10,9,9,6,13,13,12,3,4,4,6,6,4,4,0,light,light,light,light,light,light,light,c,o,o,o,o,c,c,CKC,CL,AL,L,CL,CKC,CKC,C,C,A,,C,C,C,C,,,,,C,C,K,L,L,L,L,K,K,3,2,2,1,2,3,3,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,2,2,2,2,1,1,CVC,CVV,CVV,VV,CVV,CVC,CVC,2,0,0,0,0,2,2,N,A,T,1,Konditionalismus,paenultima
on,ø,n,on,ion,tion,ution,C,LC,LLC,ALLC,LALLC,ø,Kon,ø,K,Ko,Kon,Kont,Konte,C,CK,CKC,CKCC,CKCCK,ø,10,11,10,7,12,9,9,3,3,5,3,6,4,4,-1,light,schwa,light,light,light,light,light,c,c,o,o,o,o,c,CKC,CKC,CL,CL,CL,AL,LC,C,C,C,C,C,A,,C,C,,,,,C,K,K,L,L,L,L,L,3,3,2,2,2,2,2,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,2,2,2,2,2,CVC,CVC,CVV,CVV,CVV,CVV,VVC,2,2,0,0,0,0,0,N,N,T,1,Konterrevolution,prima
nisch,ø,h,ch,sch,isch,nisch,C,KC,CKC,LCKC,CLCKC,ø,la,ø,l,la,lat,late,latei,C,CK,CKC,CKCD,CKCDC,ø,10,14,6,9,12,11,12,5,4,6,4,6,5,4,0,light,light,light,light,light,light,light,c,c,c,o,o,o,c,CK,CDC,K,CL,CL,CL,CKC,C,C,,C,C,C,C,,C,,,,,C,K,D,K,L,L,L,K,2,4,1,2,2,2,5,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,2,1,2,2,2,1,CVC,CVVC,VC,CVV,CVV,CVV,CVC,2,1,1,0,0,0,2,A,ø,F,0,lateinamerikanisch,sekunda
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,ma,ø,m,ma,mat,mate,mater,C,CK,CKC,CKCL,CKCLC,ø,9,7,12,10,12,9,13,4,3,6,10,6,4,4,0,light,light,light,light,light,light,schwa,c,o,o,o,o,o,c,CK,CL,CL,L,CL,CL,CKC,C,C,C,,C,C,C,,,,,,,C,K,L,L,L,L,L,K,2,2,2,1,2,3,3,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,2,2,2,2,2,1,CVC,CVV,CVV,VV,CVV,CVV,CVC,2,0,0,0,0,0,2,V,N,F,1,materialisieren,paenultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,mi,ø,m,mi,min,mini,minia,C,CL,CLC,CLCL,CLCLK,ø,11,11,6,9,12,9,13,5,5,6,4,6,4,4,0,light,light,light,light,light,light,schwa,o,o,c,o,o,o,c,CL,CL,K,CL,CL,CL,CKC,C,C,,C,C,C,C,,,,,,,C,L,L,K,L,L,L,K,2,2,1,2,2,3,3,0,0,1,0,0,0,1,1,1,0,1,1,1,1,2,2,1,2,2,2,1,CVV,CVV,VC,CVV,CVV,CVV,CVC,0,0,1,0,0,0,2,V,N,F,1,miniaturisieren,paenultima
nal,ø,l,al,nal,onal,ional,C,LC,CLC,LCLC,LLCLC,ø,mul,ø,m,mu,mul,mult,multi,C,CK,CKC,CKCC,CKCCL,ø,15,9,9,12,9,6,17,5,4,4,4,4,6,5,0,light,light,light,light,light,light,light,c,o,o,c,o,o,c,CKC,CL,CL,CKC,CL,L,CLC,C,C,C,C,C,,C,C,,,C,,,C,K,L,L,K,L,L,L,3,2,2,3,2,1,3,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,2,2,1,2,2,2,CVC,CVV,CVV,CVC,CVV,VV,CVVC,2,0,0,2,0,0,1,A,A,F,1,multidimensional,ultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,na,ø,n,na,nat,nati,natio,C,CK,CKA,CKAL,CKALL,ø,9,9,6,13,12,9,13,4,4,6,6,6,4,4,0,light,light,light,light,light,light,schwa,c,o,o,o,o,o,c,CK,AL,L,CL,CL,CL,CKC,C,A,,C,C,C,C,,,,,,,C,K,L,L,L,L,L,K,2,2,1,2,2,3,3,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,2,2,2,2,2,1,CVC,CVV,VV,CVV,CVV,CVV,CVC,2,0,0,0,0,0,2,V,A,F,1,nationalisieren,paenultima
rung,ø,g,ng,ung,rung,erung,C,KC,CKC,LCKC,CLCKC,ø,Na,ø,N,Na,Nat,Nati,Natio,C,CK,CKA,CKAL,CKALL,ø,9,9,6,13,12,9,15,4,4,6,6,6,4,5,0,light,light,light,light,light,light,light,c,o,o,o,o,o,c,CK,AL,L,CL,CL,CL,CKC,C,A,,C,C,C,C,,,,,,,C,K,L,L,L,L,L,K,2,2,1,2,2,3,4,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,2,2,2,2,2,1,CVC,CVV,VV,CVV,CVV,CVV,CVC,2,0,0,0,0,0,2,N,V,T,1,Nationalisierung,paenultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,Na,ø,N,Na,Nat,Natu,Natur,C,CK,CKC,CKCL,CKCLC,ø,9,9,10,12,7,9,9,4,4,5,6,3,4,4,-1,light,light,light,light,light,light,light,c,o,c,o,c,o,c,CK,CL,CK,CL,CK,AL,LC,C,C,C,C,C,A,,,,,,,,C,K,L,K,L,K,L,L,2,2,2,2,2,2,2,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,2,1,2,1,2,2,CVC,CVV,CVC,CVV,CVC,CVV,VVC,2,0,2,0,2,0,0,N,R,T,1,Naturalisation,ultima
tung,ø,g,ng,ung,tung,ltung,C,KC,CKC,CCKC,KCCKC,ø,Ne,ø,N,Ne,Neb,Nebe,Neben,C,CL,CLC,CLCK,CLCKC,ø,9,10,13,9,11,11,12,4,3,6,4,3,3,4,0,light,schwa,light,light,schwa,light,light,o,c,c,c,c,c,c,CL,CKC,DC,KC,CKC,CKC,CKC,C,C,,,C,C,C,,C,C,C,C,C,C,L,K,D,K,K,K,K,2,3,3,2,3,5,4,0,1,1,1,1,1,1,1,1,0,0,1,1,1,2,1,2,1,1,1,1,CVV,CVC,VVC,VC,CVC,CVC,CVC,0,2,0,1,2,2,2,N,V,T,1,Nebeneinanderschaltung,prima
on,ø,n,on,ion,dion,adion,C,KC,LKC,CLKC,KCLKC,ø,O,ø,O,Ol,Oly,Olym,Olymp,L,LC,LCK,LCKC,LCKCC,ø,6,15,9,6,8,9,9,6,5,4,6,2,4,4,-1,light,light,light,light,light,light,light,o,c,o,c,c,o,c,L,CKC,CL,K,CCK,CL,KC,,C,C,,CC,C,,,C,,,,,C,L,K,L,K,K,L,K,1,3,2,1,3,2,2,0,1,0,1,1,0,1,0,1,1,0,2,1,0,2,1,2,1,1,2,1,VV,CVC,CVV,VC,CCVC,CVV,VC,0,2,0,1,3,0,1,N,ø,T,0,Olympiastadion,sekunda
mer,ø,r,er,mer,hmer,ehmer,C,KC,CKC,LCKC,CLCKC,ø,O,ø,O,Ol,Oly,Olym,Olymp,L,LC,LCL,LCLC,LCLCC,ø,6,15,9,6,15,9,13,6,5,4,6,5,4,4,0,light,light,light,light,light,light,schwa,o,c,o,c,c,o,c,L,CLC,CL,K,CDC,CL,CKC,,C,C,,C,C,C,,C,,,C,,C,L,L,L,K,D,L,K,1,3,2,1,4,3,3,0,1,0,1,1,0,1,0,1,1,0,1,1,1,2,2,2,1,2,2,1,VV,CVVC,CVV,VC,CVVC,CVV,CVC,0,1,0,1,1,0,2,N,ø,T,0,Olympiateilnehmer,sekunda
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,Per,ø,P,Pe,Per,Pers,Perso,C,CK,CKC,CKCC,CKCCL,ø,11,7,11,9,7,9,9,3,3,5,4,3,4,4,-1,light,light,light,light,light,light,light,c,o,o,o,c,o,c,CKC,CL,CL,CL,CK,AL,LC,C,C,C,C,C,A,,C,,,,,,C,K,L,L,L,K,L,L,3,2,2,2,2,2,2,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,2,2,2,1,2,2,CVC,CVV,CVV,CVV,CVC,CVV,VVC,2,0,0,0,2,0,0,N,R,T,1,Personifikation,ultima
tisch,ø,h,ch,sch,isch,tisch,C,KC,CKC,DCKC,CDCKC,ø,phy,ø,p,ph,phy,phys,physi,C,CL,CLC,CLCL,CLCLL,ø,9,9,6,7,10,11,10,4,4,6,3,5,5,3,0,light,light,light,light,light,light,light,o,o,o,o,c,o,c,CL,CL,L,CL,CK,CD,CKC,C,C,,C,C,C,C,,,,,,,C,L,L,L,L,K,D,K,3,2,1,3,2,3,5,0,0,0,0,1,0,1,1,1,0,1,1,1,1,2,2,2,2,1,2,1,CVV,CVV,VV,CVV,CVC,CVV,CVC,0,0,0,0,2,0,2,A,N,F,1,physiotherapeutisch,paenultima
rei,ø,i,ei,rei,erei,terei,D,CD,KCD,CKCD,DCKCD,acc,Prin,ø,P,Pr,Pri,Prin,Prinz,C,CC,CCK,CCKC,CCKCA,ø,16,9,9,9,14,7,14,4,4,4,4,7,3,7,-1,light,light,light,schwa,light,schwa,light,c,o,o,c,o,o,o,CCKC,AL,CL,KC,CD,CK,CD,CC,A,C,,C,C,C,C,,,C,,,,K,L,L,K,D,K,D,4,2,2,2,3,2,3,1,0,0,1,0,0,0,2,1,1,0,1,1,1,1,2,2,1,2,1,2,CCVC,CVV,CVV,VC,CVV,CV,CVV,3,0,0,1,0,1,0,N,N,T,1,Prinzipienreiterei,sekunda
mus,ø,s,us,mus,smus,ismus,C,KC,CKC,CCKC,KCCKC,noacc,Pro,ø,P,Pr,Pro,Prof,Profe,C,CC,CCL,CCLC,CCLCK,ø,11,7,9,6,9,13,12,3,3,4,6,4,4,4,0,light,light,light,light,light,light,light,o,c,o,o,c,c,c,CCL,CK,CL,L,CK,CKC,CKC,CC,C,C,,C,C,C,,,,,,C,C,L,K,L,L,K,K,K,3,3,2,1,2,3,3,0,1,0,0,1,1,1,2,1,1,0,1,1,1,2,1,2,2,1,1,1,CCVV,CVC,CVV,VV,CVC,CVC,CVC,1,2,0,0,2,2,2,N,N,T,1,Professionalismus,paenultima
t1t,ø,t,et,aet,taet,itaet,C,LC,CLC,LCLC,CLCLC,ø,Pro,ø,P,Pr,Pro,Prop,Propo,C,CC,CCL,CCLC,CCLCK,ø,11,11,9,6,13,12,8,3,3,4,6,6,6,2,-1,light,light,light,light,light,light,light,o,c,o,o,o,o,c,CCL,CKC,AL,L,CL,CL,CLC,CC,C,A,,C,C,C,,C,,,,,C,L,K,L,L,L,L,L,3,3,2,1,2,2,3,0,1,0,0,0,0,1,2,1,1,0,1,1,1,2,1,2,2,2,2,2,CCVV,CVC,CVV,VV,CVV,CVV,CVVC,1,2,0,0,0,0,1,N,A,T,1,Proportionalitaet,ultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,pro,ø,p,pr,pro,prov,provi,C,CC,CCL,CCLC,CCLCK,ø,11,12,9,6,12,9,13,3,4,4,6,6,4,4,0,light,light,light,light,light,light,schwa,o,c,o,c,o,o,c,CCL,CKC,AL,K,CL,CL,CKC,CC,C,A,,C,C,C,,C,,,,,C,L,K,L,K,L,L,K,3,3,2,1,2,3,3,0,1,0,1,0,0,1,2,1,1,0,1,1,1,2,1,2,1,2,2,1,CCVV,CVC,CVV,VC,CVV,CVV,CVC,1,2,0,1,0,0,2,V,N,F,1,provinzialisieren,paenultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,psy,ø,p,ps,psy,psyc,psych,C,CC,CCL,CCLC,CCLCL,ø,10,7,6,9,12,9,13,3,3,6,4,6,4,4,0,light,light,light,light,light,light,schwa,o,o,c,c,o,o,c,CCL,CL,K,CK,CL,CL,CKC,CC,C,,C,C,C,C,,,,,,,C,L,L,K,K,L,L,K,3,3,1,2,2,3,3,0,0,1,1,0,0,1,2,1,0,1,1,1,1,2,2,1,1,2,2,1,CCVV,CVV,VC,CVC,CVV,CVV,CVC,1,0,1,2,0,0,2,V,N,F,1,psychoanalysieren,paenultima
t1t,ø,t,et,aet,taet,itaet,C,LC,CLC,LCLC,CLCLC,ø,Ra,ø,R,Ra,Rad,Radi,Radio,C,CL,CLC,CLCL,CLCLL,ø,14,9,6,7,9,9,8,7,4,6,3,4,4,2,-1,light,light,light,light,light,light,light,o,o,o,c,o,o,c,CL,CL,L,KC,CL,CL,CLC,C,C,,,C,C,C,,,,C,,,C,L,L,L,K,L,L,L,2,2,1,2,2,2,3,0,0,0,1,0,0,1,1,1,0,0,1,1,1,2,2,2,1,2,2,2,CVV,CVV,VV,VC,CVV,CVV,CVVC,0,0,0,1,0,0,1,N,A,T,1,Radioaktivitaet,ultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,ra,ø,r,ra,rat,rati,ratio,C,CK,CKA,CKAL,CKALL,ø,10,9,6,13,12,9,13,5,4,6,6,6,4,4,0,light,light,light,light,light,light,schwa,c,o,o,o,o,o,c,CK,AL,L,CL,CL,CL,CKC,C,A,,C,C,C,C,,,,,,,C,K,L,L,L,L,L,K,2,2,1,2,2,3,3,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,2,2,2,2,2,1,CVC,CVV,VV,CVV,CVV,CVV,CVC,2,0,0,0,0,0,2,V,A,F,1,rationalisieren,paenultima
