syl_len0,syl_len1,syl_len2,syl_len3,syl_len4,syl0,syl1,syl2,syl3,syl4,nk_suffix,praefix,basic_pos,comp_struct,sa_struct,prae_class,praefix1,praefix2,praefix3,praefix4,praefix5,suffix1,suffix2,suffix3,suffix4,suffix5,suff_class,rhyme0,rhyme1,rhyme2,rhyme3,rhyme4,cv_ratio0,cv_ratio1,cv_ratio2,cv_ratio3,cv_ratio4,koda_len0,koda_len1,koda_len2,koda_len3,koda_len4,onset_len0,onset_len1,onset_len2,onset_len3,onset_len4,nucleus_len0,nucleus_len1,nucleus_len2,nucleus_len3,nucleus_len4,comp_len,sonority0,sonority1,sonority2,sonority3,sonority4,sonority_ratio0,sonority_ratio1,sonority_ratio2,sonority_ratio3,sonority_ratio4,sonority_dir,syl_class0,syl_class1,syl_class2,syl_class3,syl_class4,onset_class0,onset_class1,onset_class2,onset_class3,onset_class4,koda_class0,koda_class1,koda_class2,koda_class3,koda_class4,nucleus_class0,nucleus_class1,nucleus_class2,nucleus_class3,nucleus_class4,syl_weight0,syl_weight1,syl_weight2,syl_weight3,syl_weight4,nomen,sylcnt,stress_class
3,3,3,2,4,wie,der,gut,ma,chen,en,ø,V,BV,SS,ø,C,CL,CLC,CLCK,CLCKC,C,KC,CKC,KCKC,CKCKC,ø,CVV,CVC,CVVC,CVC,CVC,0,2,1,2,2,0,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,101,111,201,1001,1101,3,2,2,3,2,1,CL,CKC,CLC,CK,CKC,C,C,C,C,C,?,C,C,?,C,L,K,L,K,K,1,0,1,1,0,F,5,antepaenultima
2,3,3,1,3,Af,fen,the,a,ter,er,ø,N,NN,SAS,ø,K,KC,KCK,KCKC,KCKCC,C,KC,CKC,LCKC,LLCKC,ø,VC,CVC,CVV,VV,CVC,1,2,0,0,2,1,1,0,0,1,0,1,1,0,1,1,1,2,2,1,2,1,1101,101,1,111,4,2,2,6,2,-1,K,CKC,CL,L,CKC,?,C,C,?,C,?,C,?,?,C,K,K,L,L,K,1,0,1,1,0,T,5,prima
2,2,2,2,3,Il,le,ga,li,t1t,1t,ø,N,A,SA,ø,K,KC,KCL,KCLC,KCLCL,C,LC,CLC,LCLC,CLCLC,ø,VC,CVV,CVV,CVV,CVVC,1,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,2,2,2,2,1,1,11,101,11,201,5,3,3,4,2,1,K,CL,CL,CL,CLC,?,C,C,C,C,?,?,?,?,C,K,L,L,L,L,1,1,1,1,1,T,5,ultima
2,3,2,1,3,in,ten,ti,o,nal,al,ø,A,N,SA,ø,K,KC,KCC,KCCK,KCCKC,C,LC,CLC,LCLC,LLCLC,ø,VC,CVC,CVV,VV,CVVC,1,2,0,0,1,1,1,0,0,1,0,1,1,0,1,1,1,2,2,2,1,1001,1101,101,1,1011,3,2,3,4,3,-1,KC,CKC,AL,L,CLC,?,C,A,?,C,C,C,?,?,C,K,K,L,L,L,1,1,1,1,1,F,5,ultima
2,2,2,2,3,So,ma,to,lo,gie,ie,ø,N,R,SA,ø,C,CL,CLC,CLCK,CLCKC,L,CL,LCL,CLCL,LCLCL,ø,CVV,CVC,CVV,CVV,CVV,0,2,0,0,0,0,1,0,0,0,1,1,1,1,1,2,1,2,2,2,1,101,1001,101,11,101,2,3,2,3,3,-1,CL,CK,CL,CL,CL,C,C,C,C,C,?,?,?,?,?,L,K,L,L,L,1,1,1,1,1,T,5,ultima
2,4,2,4,3,zu,r2ck,er,stat,ten,en,ø,V,BV,SS,ø,A,AL,ALC,ALCK,ALCKC,C,KC,CKC,KCKC,CKCKC,ø,CVV,CVC,VC,CCVC,CVC,0,2,1,3,2,0,1,1,1,1,1,1,0,2,1,2,1,1,1,1,2,101,111,11,201,1101,3,3,3,2,2,1,AL,CKC,KC,CCK,CKC,A,C,?,CC,C,?,C,C,?,C,L,K,K,K,K,1,1,1,1,0,F,5,sekunda
2,3,3,4,2,Ar,bei,ter,klas,se,e,ø,N,NN,SS,ø,K,KC,KCC,KCCD,KCCDC,K,CK,KCK,CKCK,CCKCK,ø,VC,CVV,CVC,CCVC,CV,1,0,2,3,1,1,0,1,1,0,0,1,1,2,1,1,2,1,1,1,2,11,101,111,111,101,3,3,2,2,2,1,KC,CD,CKC,CCK,CK,?,C,C,CC,C,C,?,C,?,?,K,D,K,K,K,1,1,0,1,0,T,5,prima
2,4,4,3,3,mo,noph,thon,gie,ren,en,ø,V,N,SA,ø,C,CL,CLC,CLCL,CLCLC,C,KC,CKC,LCKC,CLCKC,ø,CVV,CVV,CCVC,CVV,CVC,0,0,3,0,2,0,0,1,0,1,1,1,2,1,1,2,2,1,2,1,1,1001,1001,201,1001,1011,3,3,2,3,3,1,CL,CL,CCK,CL,CKC,C,C,CC,C,C,?,?,?,?,C,L,L,K,L,K,1,1,1,1,0,F,5,paenultima
3,1,2,1,5,ost,a,si,a,tisch,isch,ø,A,NA,SS,ø,K,KC,KCC,KCCK,KCCKC,C,KC,CKC,LCKC,LLCKC,ø,VCC,VC,CVV,VV,CVC,2,1,0,0,2,2,1,0,0,1,0,0,1,0,1,1,1,2,2,1,2,201,1,101,1,201,2,4,3,6,2,0,KCC,K,CL,L,CKC,?,?,C,?,C,CC,?,?,?,C,K,K,L,L,K,2,1,1,1,1,F,5,multa
2,4,2,3,4,Le,bens,er,war,tung,ung,ø,N,NN,SAS,ø,C,CL,CLC,CLCK,CLCKC,C,KC,CKC,CCKC,KCCKC,ø,CVV,CVCC,VC,CVC,CVC,0,3,1,2,2,0,2,1,1,1,1,1,0,1,1,2,1,1,1,1,2,11,1201,11,111,1101,3,2,3,2,2,1,CL,CKCC,KC,CKC,CKC,C,C,?,C,C,?,CC,C,C,C,L,K,K,K,K,1,0,1,1,1,T,5,prima
2,3,2,2,3,In,fan,ti,li,t1t,1t,ø,N,A,SA,ø,K,KC,KCC,KCCK,KCCKC,C,LC,CLC,LCLC,CLCLC,ø,VC,CVC,CVV,CVV,CVVC,1,2,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,2,2,2,1,1001,1101,101,11,201,3,2,3,4,2,-1,KC,CKC,CL,CL,CLC,?,C,C,C,C,C,C,?,?,C,K,K,L,L,L,1,1,1,1,1,T,5,ultima
2,2,2,2,2,In,vo,ka,ti,on,on,ø,N,R,SA,ø,K,KC,KCC,KCCL,KCCLC,C,LC,LLC,ALLC,KALLC,ø,VC,CVV,CVC,CVV,VVC,1,0,2,0,0,1,0,1,0,1,0,1,1,1,0,1,2,1,2,2,1,1001,101,101,101,1001,3,2,2,3,3,0,KC,CL,CK,AL,LC,?,C,C,A,?,C,?,?,?,C,K,L,K,L,L,1,1,1,1,1,T,5,ultima
2,2,3,3,4,Un,ab,h1n,gig,keit,eit,ø,N,A,SA,ø,K,KC,KCK,KCKC,KCKCC,C,DC,CDC,CCDC,KCCDC,ø,VC,VC,CVC,CVC,CVVC,1,1,2,2,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,2,1,1001,101,101,1101,201,3,2,2,2,2,-1,KC,KC,CK,CKC,CDC,?,?,C,C,C,C,C,?,C,C,K,K,K,K,D,1,1,1,1,1,T,5,prima
3,5,4,3,2,Zer,streu,ungs,lin,se,e,zer,N,NN,SAS,noacc,A,AK,AKC,AKCC,AKCCC,K,CK,CCK,KCCK,CKCCK,ø,CVC,CCCVV,VCC,CVC,CV,2,1,2,2,1,1,0,2,1,0,1,3,0,1,1,1,2,1,1,1,2,111,211,1101,1011,101,2,2,2,3,2,1,AKC,CCCD,KCC,CKC,CK,A,CCC,?,C,C,C,?,CC,C,?,K,D,K,K,K,1,1,2,1,0,T,5,sekunda
2,4,2,2,1,Re,pres,sa,li,e,e,ø,N,ø,ø,ø,C,CL,CLC,CLCC,CLCCK,K,LK,CLK,LCLK,CLCLK,ø,CVV,CCVC,CVV,CVV,V,0,3,0,0,0,0,1,0,0,0,1,2,1,1,0,2,1,2,2,1,0,11,111,101,11,1,3,2,3,4,4,-1,CL,CCK,CL,CL,K,C,CC,C,C,?,?,?,?,?,?,L,K,L,L,K,1,1,1,1,0,T,5,antepaenultima
2,3,3,4,3,Zi,geu,ner,spra,che,e,ø,N,NN,SS,ø,A,AL,ALC,ALCD,ALCDC,K,CK,LCK,CLCK,CCLCK,ø,CVV,CVV,CVC,CCCVV,CV,0,0,2,1,1,0,0,1,0,0,1,1,1,3,1,2,2,1,2,1,2,101,101,1011,211,101,3,3,3,2,2,1,AL,CD,CKC,CCCL,CK,A,C,C,CCC,C,?,?,C,?,?,L,D,K,L,K,1,1,0,1,0,T,5,sekunda
2,2,2,3,2,Ge,m2,se,sup,pe,e,ø,N,NN,SS,ø,C,CK,CKC,CKCL,CKCLC,K,CK,KCK,CKCK,KCKCK,ø,CV,CVV,CV,CVC,CV,1,0,1,2,1,0,0,0,1,0,1,1,1,1,1,1,2,1,1,1,2,101,1001,101,101,101,2,3,2,3,2,-1,CK,CL,CK,CK,CK,C,C,C,C,C,?,?,?,?,?,K,L,K,K,K,0,1,0,1,0,T,5,sekunda
2,2,3,2,3,re,pa,tri,ie,ren,en,ø,V,ø,ø,ø,C,CL,CLC,CLCK,CLCKC,C,KC,CKC,LCKC,LLCKC,ø,CVV,CVC,CCVV,VV,CVC,0,2,1,0,2,0,1,0,0,1,1,1,2,0,1,2,1,2,2,1,0,11,101,111,1,1011,3,2,3,5,3,1,CL,CK,CCL,L,CKC,C,C,CC,?,C,?,?,?,?,C,L,K,L,L,K,1,1,1,1,0,F,5,paenultima
2,3,2,3,3,ro,man,ti,sie,ren,en,ø,V,R,SA,ø,C,CL,CLC,CLCK,CLCKC,C,KC,CKC,LCKC,CLCKC,ø,CVV,CVC,CVV,CVV,CVC,0,2,0,0,2,0,1,0,0,1,1,1,1,1,1,2,1,2,2,1,1,11,2001,101,101,1011,3,2,3,3,3,1,CL,CKC,CL,CL,CKC,C,C,C,C,C,?,C,?,?,C,L,K,L,L,K,1,1,1,1,0,F,5,paenultima
2,2,5,2,2,Te,le,gramm,bo,te,e,ø,N,NN,SS,ø,C,CL,CLC,CLCL,CLCLC,K,CK,LCK,CLCK,CCLCK,ø,CVV,CVV,CCVC,CVV,CV,0,0,3,0,1,0,0,1,0,0,1,1,2,1,1,2,2,1,2,1,2,101,11,1111,101,101,2,3,2,2,2,1,CL,CL,CCKC,CL,CK,C,C,CC,C,C,?,?,C,?,?,L,L,K,L,K,1,1,1,1,0,T,5,antepaenultima
2,3,3,2,2,In,ter,zes,si,on,on,ø,N,R,SA,ø,K,KC,KCC,KCCK,KCCKC,C,LC,LLC,CLLC,KCLLC,ø,VC,CVC,CVC,CVV,VVC,1,2,2,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,2,2,1,1001,111,101,101,1001,3,2,2,3,3,-1,KC,CKC,AK,CL,LC,?,C,A,C,?,C,C,?,?,C,K,K,K,L,L,1,0,1,1,1,T,5,ultima
2,4,2,3,2,Me,tall,ge,wer,be,e,ø,N,NN,SS,ø,C,CL,CLC,CLCK,CLCKC,K,CK,CCK,KCCK,CKCCK,ø,CVV,CVC,CV,CVC,CV,0,2,1,2,1,0,1,0,1,0,1,1,1,1,1,2,1,1,1,1,2,1001,111,101,111,101,3,2,2,2,2,-1,CL,CKC,CK,CKC,CK,C,C,C,C,C,?,C,?,C,?,L,K,K,K,K,1,1,0,1,0,T,5,sekunda
2,2,3,2,5,Au,gu,ren,l1,cheln,eln,ø,N,ø,SAS,ø,D,DC,DCL,DCLC,DCLCK,C,CC,KCC,CKCC,LCKCC,ø,VV,CVV,CVC,CVV,CVCC,0,0,2,0,3,0,0,1,0,2,0,1,1,1,1,2,2,1,2,1,2,1,101,1011,11,1111,6,3,3,3,2,1,D,CL,CKC,CL,CKCC,?,C,C,C,C,?,?,C,?,CC,D,L,K,L,K,1,1,0,1,0,T,5,sekunda
2,3,3,3,4,Im,ple,men,tie,rung,ung,ø,N,V,SA,ø,K,KC,KCC,KCCC,KCCCL,C,KC,CKC,LCKC,CLCKC,ø,VC,CCVV,CVC,CVV,CVC,1,1,2,0,2,1,0,1,0,1,0,2,1,1,1,1,2,1,2,1,1,1001,111,2001,101,1011,3,2,2,3,3,1,KC,CCL,CKC,CL,CKC,?,CC,C,C,C,C,?,C,?,C,K,L,K,L,K,1,1,1,1,1,T,5,paenultima
1,3,2,3,3,2,ber,be,hal,ten,en,ueber,V,PV,SS,acc,L,LC,LCK,LCKC,LCKCC,C,KC,CKC,CCKC,KCCKC,ø,VV,CVC,CV,CVC,CVC,0,2,1,2,2,0,1,0,1,1,0,1,1,1,1,2,1,1,1,1,2,1,111,101,111,1101,5,2,2,2,2,1,L,CKC,CK,CKC,CKC,?,C,C,C,C,?,C,?,C,C,L,K,K,K,K,1,0,0,1,0,F,5,prima
2,3,2,3,3,in,kri,mi,nie,ren,en,ø,V,R,SA,ø,K,KC,KCC,KCCC,KCCCL,C,KC,CKC,LCKC,CLCKC,ø,VC,CCVV,CVV,CVV,CVC,1,1,0,0,2,1,0,0,0,1,0,2,1,1,1,1,2,2,2,1,1,1001,111,1001,1001,1011,3,3,3,3,3,1,KC,CCL,CL,CL,CKC,?,CC,C,C,C,C,?,?,?,C,K,L,L,L,K,1,1,1,1,0,F,5,paenultima
2,3,3,5,3,Na,men,ver,zeich,nis,is,ø,N,NN,SAS,ø,C,CL,CLC,CLCK,CLCKC,C,KC,CKC,CCKC,DCCKC,noacc,CVV,CVC,CVC,CVVC,CVC,0,2,2,1,2,0,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1001,2001,111,201,1101,4,2,2,2,2,-1,CL,CKC,CKC,ADC,CKC,C,C,C,A,C,?,C,C,C,C,L,K,K,D,K,1,0,1,1,1,T,5,prima
3,3,3,3,4,ner,ven,auf,rei,bend,end,ø,A,ø,SAS,ø,C,CK,CKC,CKCC,CKCCK,C,CC,KCC,CKCC,DCKCC,ø,CVC,CVC,VVC,CVV,CVCC,2,2,0,0,3,1,1,1,0,2,1,1,0,1,1,1,1,2,2,1,2,1011,1101,101,11,1201,3,2,3,4,2,-1,CKC,CKC,DC,CD,CKCC,C,C,?,C,C,C,C,C,?,CC,K,K,D,D,K,1,0,1,1,0,F,5,prima
2,3,3,3,3,ge,fan,gen,neh,men,en,ø,V,ø,SS,ø,C,CK,CKC,CKCK,CKCKC,C,KC,CKC,LCKC,CLCKC,ø,CV,CVC,CVC,CVV,CVC,1,2,2,0,2,0,1,1,0,1,1,1,1,1,1,1,1,1,2,1,2,101,101,2001,1001,2001,2,2,2,3,2,1,CK,CK,CKC,CL,CKC,C,C,C,C,C,?,?,C,?,C,K,K,K,L,K,0,1,0,1,0,F,5,sekunda
2,3,1,3,4,Bi,bli,o,gra,phie,ie,ø,N,ø,ø,ø,C,CL,CLC,CLCC,CLCCL,L,CL,KCL,CKCL,CCKCL,ø,CVV,CCVV,VV,CCVC,CVV,0,1,0,3,0,0,0,0,1,0,1,2,0,2,1,2,2,2,1,2,0,101,111,1,111,101,3,3,4,2,3,0,CL,CCL,L,CCK,CL,C,CC,?,CC,C,?,?,?,?,?,L,L,L,K,L,1,1,1,1,1,T,5,ultima
3,3,3,3,2,Pan,tof,fel,blu,me,e,ø,N,NN,SS,ø,C,CK,CKC,CKCC,CKCCK,K,CK,LCK,CLCK,CCLCK,ø,CVC,CVC,CVC,CCVV,CV,2,2,2,1,1,1,1,1,0,0,1,1,1,2,1,1,1,1,2,1,2,1101,101,111,111,1001,2,2,2,3,3,-1,CKC,CK,CKC,CCL,CK,C,C,C,CC,C,C,?,C,?,?,K,K,K,L,K,1,1,0,1,0,T,5,sekunda
2,2,2,2,3,Ka,ta,ly,sa,tor,or,ø,N,R,SA,ø,C,CK,CKC,CKCK,CKCKC,C,KC,CKC,LCKC,CLCKC,ø,CVC,CVC,CVV,CVV,CVC,2,2,0,0,2,1,1,0,0,1,1,1,1,1,1,1,1,2,2,1,1,101,101,11,101,111,2,2,4,3,2,1,CK,CK,CL,CL,CKC,C,C,C,C,C,?,?,?,?,C,K,K,L,L,K,1,1,1,1,1,T,5,paenultima
3,2,3,3,3,dif,fe,ren,zie,ren,en,ø,V,N,SA,ø,C,CK,CKC,CKCK,CKCKC,C,KC,CKC,LCKC,ALCKC,ø,CVC,CV,CVC,CVV,CVC,2,1,2,0,2,1,0,1,0,1,1,1,1,1,1,1,1,1,2,1,1,101,101,1011,101,1011,3,2,3,3,3,1,CK,CK,CKC,AL,CKC,C,C,C,A,C,?,?,C,?,C,K,K,K,L,K,1,0,1,1,0,F,5,paenultima
1,2,2,1,3,I,ni,ti,a,tor,or,ø,N,R,SA,ø,L,LC,LCL,LCLA,LCLAL,C,KC,CKC,LCKC,LLCKC,ø,VV,CVV,CVV,VV,CVC,0,0,0,0,2,0,0,0,0,1,0,1,1,0,1,2,2,2,2,1,1,1,1001,101,1,111,5,3,3,6,2,-1,L,CL,AL,L,CKC,?,C,A,?,C,?,?,?,?,C,L,L,L,L,K,1,1,1,1,1,T,5,paenultima
3,2,3,3,2,Tor,si,ons,waa,ge,e,ø,N,NN,SAS,ø,C,CK,CKC,CKCC,CKCCL,K,CK,LCK,CLCK,CCLCK,ø,CVC,CVV,VVCC,CVV,CV,2,0,1,0,1,1,0,2,0,0,1,1,0,1,1,1,2,2,2,1,2,111,101,1101,101,101,2,3,2,3,2,-1,CKC,CL,LCC,CL,CK,C,C,?,C,C,C,?,CC,?,?,K,L,L,L,K,1,1,2,1,0,T,5,antepaenultima
4,3,2,3,4,Stan,dar,di,sie,rung,ung,ø,N,V,SA,ø,C,CC,CCK,CCKC,CCKCC,C,KC,CKC,LCKC,CLCKC,ø,CCVC,CVC,CVV,CVV,CVC,3,2,0,0,2,1,1,0,0,1,2,1,1,1,1,1,1,2,2,1,1,1201,111,101,101,1011,2,2,3,3,3,-1,CCKC,CKC,CL,CL,CKC,CC,C,C,C,C,C,C,?,?,C,K,K,L,L,K,1,1,1,1,1,T,5,paenultima
2,3,3,4,4,Zu,sam,men,stel,lung,ung,ø,N,V,SA,ø,A,AL,ALC,ALCK,ALCKC,C,KC,CKC,KCKC,CKCKC,ø,CVV,CVC,CVC,CCVC,CVC,0,2,2,3,2,0,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,101,101,2001,201,1011,3,2,2,2,3,1,AL,CK,CKC,CCK,CKC,A,C,C,CC,C,?,?,C,?,C,L,K,K,K,K,1,1,0,1,1,T,5,sekunda
3,4,3,2,3,Bal,lett,1an,ze,rin,in,ø,N,NN,SS,ø,C,CK,CKC,CKCK,CKCKC,C,KC,CKC,KCKC,AKCKC,ø,CVC,CVC,CVC,CV,CVC,2,2,2,1,2,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,2,101,111,1101,101,1011,2,2,2,2,3,1,CK,CKC,CKC,AK,CKC,C,C,C,A,C,?,C,C,?,C,K,K,K,K,K,1,1,1,0,1,T,5,sekunda
2,3,3,4,4,Ab,son,der,lich,keit,eit,ab,N,A,SA,acc,K,KC,KCC,KCCK,KCCKC,C,DC,CDC,CCDC,KCCDC,ø,VC,CVC,CVC,CVC,CVVC,1,2,2,2,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2,1,101,1101,111,111,201,2,2,2,3,2,-1,KC,CKC,CKC,CKC,CDC,?,C,C,C,C,C,C,C,C,C,K,K,K,K,D,1,1,0,1,1,T,5,sekunda
3,4,2,7,4,kir,chen,ge,schicht,lich,ich,ø,A,NA,SAS,ø,C,CK,CKC,CKCC,CKCCK,C,KC,CKC,CCKC,CCCKC,noacc,CVC,CVC,CV,CVCC,CVC,2,2,1,3,2,1,1,0,2,1,1,1,1,1,1,1,1,1,1,1,2,111,1101,101,301,111,3,2,2,2,3,-1,CKC,CKC,CK,CKCC,CKC,C,C,C,C,C,C,C,?,CC,C,K,K,K,K,K,1,0,0,2,1,F,5,prima
3,2,4,3,3,Pro,te,stan,tis,mus,us,ø,N,N,SA,ø,C,CC,CCL,CCLC,CCLCK,C,KC,CKC,CCKC,KCCKC,noacc,CCVV,CVC,CVC,CVC,CVC,1,2,2,2,2,0,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,111,201,1101,201,1101,2,2,2,2,2,1,CCL,CKC,CKC,CKC,CKC,CC,C,C,C,C,?,C,C,C,C,L,K,K,K,K,1,1,1,1,1,T,5,paenultima
2,2,2,2,2,Ex,hi,bi,ti,on,on,ø,N,R,SA,ø,K,KC,KCC,KCCC,KCCCL,C,LC,LLC,ALLC,LALLC,ø,VCC,CVV,CVV,CVV,VVC,2,0,0,0,0,2,0,0,0,1,0,1,1,1,0,1,2,2,2,2,1,201,101,101,101,1001,2,3,3,3,3,1,KCC,CL,CL,AL,LC,?,C,C,A,?,CC,?,?,?,C,K,L,L,L,L,2,1,1,1,1,T,5,ultima
2,4,2,2,4,Zu,r2ck,be,ru,fung,ung,ø,N,V,SA,ø,A,AL,ALC,ALCK,ALCKC,C,KC,CKC,LCKC,CLCKC,ø,CVV,CVC,CV,CVV,CVC,0,2,1,0,2,0,1,0,0,1,1,1,1,1,1,2,1,1,2,1,1,101,111,101,11,1101,3,3,2,4,2,1,AL,CKC,CK,CL,CKC,A,C,C,C,C,?,C,?,?,C,L,K,K,L,K,1,1,0,1,1,T,5,sekunda
3,3,2,2,3,Kon,sum,ar,ti,kel,el,ø,N,NN,SS,ø,C,CK,CKC,CKCC,CKCCL,C,KC,CKC,LCKC,CLCKC,ø,CVC,CVVC,VC,CVV,CVC,2,1,1,0,2,1,1,1,0,1,1,1,0,1,1,1,2,1,2,1,2,1101,1101,11,101,111,2,2,3,3,2,-1,CKC,CLC,KC,CL,CKC,C,C,?,C,C,C,C,C,?,C,K,L,K,L,K,1,1,1,1,0,T,5,sekunda
3,3,3,4,4,Wan,der,aus,stel,lung,ung,ø,N,VN,SS,ø,C,CK,CKC,CKCC,CKCCK,C,KC,CKC,KCKC,CKCKC,ø,CVC,CVC,VVC,CCVC,CVC,2,2,0,3,2,1,1,1,1,1,1,1,0,2,1,1,1,2,1,1,2,1101,111,101,201,1011,2,2,3,2,3,-1,CKC,CKC,DC,CCK,CKC,C,C,?,CC,C,C,C,C,?,C,K,K,D,K,K,1,0,1,1,1,T,5,prima
3,3,2,3,3,Gru,ben,ar,bei,ter,er,ø,N,NN,SAS,ø,C,CC,CCL,CCLC,CCLCK,C,KC,CKC,DCKC,CDCKC,ø,CCVV,CVC,VC,CVV,CVC,1,2,1,0,2,0,1,1,0,1,2,1,0,1,1,2,1,1,2,1,2,111,1101,11,101,111,3,2,3,3,2,-1,CCL,CKC,KC,CD,CKC,CC,C,?,C,C,?,C,C,?,C,L,K,K,D,K,1,0,1,1,0,T,5,prima
3,3,3,4,6,ner,ven,auf,peit,schend,end,ø,A,ø,SAS,ø,C,CK,CKC,CKCC,CKCCK,C,CC,KCC,CKCC,CCKCC,ø,CVC,CVC,VVC,CVVC,CVCC,2,2,0,1,3,1,1,1,1,2,1,1,0,1,1,1,1,2,2,1,2,1011,1101,101,201,1201,3,2,3,2,2,-1,CKC,CKC,DC,CDC,CKCC,C,C,?,C,C,C,C,C,C,CC,K,K,D,D,K,1,0,1,1,0,F,5,prima
1,3,3,2,4,8,ber,lie,ge,zeit,eit,ueber,N,VN,SAS,acc,L,LC,LCK,LCKC,LCKCC,C,DC,ADC,KADC,CKADC,ø,VV,CVC,CVV,CV,CVVC,0,2,0,1,1,0,1,0,0,1,0,1,1,1,1,2,1,2,1,2,2,1,111,11,101,201,5,2,4,2,2,1,L,CKC,CL,CK,ADC,?,C,C,C,A,?,C,?,?,C,L,K,L,K,D,1,0,1,0,1,T,5,prima
2,2,1,2,3,Te,le,o,lo,gie,ie,ø,N,ø,ø,ø,C,CL,CLC,CLCL,CLCLL,L,CL,LCL,CLCL,LCLCL,ø,CVV,CVV,VV,CVV,CVV,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2,2,2,2,2,0,101,11,1,11,101,2,3,4,3,3,0,CL,CL,L,CL,CL,C,C,?,C,C,?,?,?,?,?,L,L,L,L,L,1,1,1,1,1,T,5,ultima
1,3,4,3,4,8,ber,trie,ben,heit,eit,ø,N,A,SA,ø,L,LC,LCK,LCKC,LCKCC,C,DC,CDC,CCDC,KCCDC,ø,VV,CVC,CCVV,CVC,CVVC,0,2,1,2,1,0,1,0,1,1,0,1,2,1,1,2,1,2,1,2,1,1,111,111,1101,201,5,2,3,2,2,1,L,CKC,CCL,CKC,CDC,?,C,CC,C,C,?,C,?,C,C,L,K,L,K,D,1,0,1,0,1,T,5,antepaenultima
2,4,2,2,2,Ju,stiz,be,am,te,e,ø,N,NN,SS,ø,C,CK,CKC,CKCC,CKCCL,K,CK,CCK,KCCK,KKCCK,ø,CVC,CVVC,CV,VC,CV,2,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,2,1,1,1,2,102,201,101,1001,101,3,2,2,3,2,1,CKC,CLA,CK,KC,CK,C,C,C,?,C,C,A,?,C,?,K,L,K,K,K,1,1,0,1,0,T,5,sekunda
2,4,2,2,3,Zi,ster,zi,en,ser,er,ø,N,ø,ø,ø,A,AK,AKC,AKCC,AKCCK,C,KC,CKC,CCKC,KCCKC,ø,CVC,CVC,CVV,VC,CVC,2,2,0,1,2,1,1,0,1,1,1,1,1,0,1,1,1,2,1,1,0,201,111,101,1001,111,2,2,3,3,2,1,AKC,CKC,AL,KC,CKC,A,C,A,?,C,C,C,?,C,C,K,K,L,K,K,1,1,1,1,0,T,5,paenultima
2,3,2,2,3,Se,lek,ti,vi,t1t,1t,ø,N,A,SA,ø,C,CL,CLC,CLCK,CLCKC,C,LC,CLC,LCLC,CLCLC,ø,CVV,CVC,CVV,CVV,CVVC,0,2,0,0,1,0,1,0,0,1,1,1,1,1,1,2,1,2,2,2,1,101,111,101,101,201,2,2,3,3,2,1,CL,CKC,CL,CL,CLC,C,C,C,C,C,?,C,?,?,C,L,K,L,L,L,1,1,1,1,1,T,5,ultima
2,2,3,3,3,ni,ko,tin,hal,tig,ig,ø,A,ø,ø,ø,C,CL,CLC,CLCL,CLCLC,C,KC,CKC,CCKC,KCCKC,ø,CVV,CVV,CVVC,CVC,CVC,0,0,1,2,2,0,0,1,1,1,1,1,1,1,1,2,2,2,1,1,0,1001,101,1101,111,201,3,2,2,2,2,-1,CL,CL,CLC,CKC,CKC,C,C,C,C,C,?,?,C,C,C,L,L,L,K,K,1,1,1,1,1,F,5,antepaenultima
2,3,3,3,3,zu,sam,men,bei,$en,en,ø,V,BV,SS,ø,A,AL,ALC,ALCK,ALCKC,C,KC,CKC,DCKC,CDCKC,ø,CVV,CVC,CVC,CVV,CVC,0,2,2,0,2,0,1,1,0,1,1,1,1,1,1,2,1,1,2,1,2,101,101,2001,101,1101,3,2,2,3,2,1,AL,CK,CKC,CD,CKC,A,C,C,C,C,?,?,C,?,C,L,K,K,D,K,1,1,0,1,0,F,5,sekunda
3,2,2,2,3,Stu,di,en,r1,tin,in,ø,N,N,SA,ø,C,CC,CCL,CCLC,CCLCL,C,KC,CKC,LCKC,CLCKC,ø,CCVV,CVV,VC,CVV,CVC,1,0,1,0,2,0,0,1,0,1,2,1,0,1,1,2,2,1,2,1,1,201,101,1001,11,1101,2,3,3,3,2,1,CCL,CL,KC,CL,CKC,CC,C,?,C,C,?,?,C,?,C,L,L,K,L,K,1,1,0,1,1,T,5,prima
