stress_class,all_NN_classification,all_JRip_classification,all_J48_classification,numeric_NN_classification,numeric_JRip_classification,numeric__J48_classification,sparse_NN_classification,sparse_JRip_classification,sparse_J48_classification,suffixl_NN_classification,suffix_JRip_classification,suffixl_J48_classification,praefix_NN_classification,praefix_JRip_classification,praefix_J48_classification,affix_NN_classification,affix_JRip_classification,affix_J48_classification,sonority_NN_classification,sonority_JRip_classification,sonority_48_classification,weight_NN_classification,weight_JRip_classification,weight_J48_classification,phoncat_NN_classification,phoncat_JRip_classification,phoncat_J48_classification,phon_NN_classification,phon_JRip_classification,phon_J48_classification,sylstruct_NN_classification,sylstruct_JRip_classification,sylstruct_J48_classification,meta_NN_classification,meta_JRip_classification,meta_J48_classification
ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,prima,paenultima,ultima,ultima,ultima,prima,prima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima
paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,prima,prima,prima,paenultima,paenultima,paenultima,prima,paenultima,paenultima,paenultima,ultima,ultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima
antepaenultima,antepaenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,prima,paenultima,prima,antepaenultima,prima,paenultima,prima,paenultima,antepaenultima,antepaenultima,paenultima,prima,prima,antepaenultima,paenultima,prima,ultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,ultima,ultima,ultima
ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,paenultima,prima,ultima,ultima,ultima,prima,paenultima,prima,prima,prima,prima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,paenultima,prima,paenultima
ultima,ultima,prima,prima,prima,prima,prima,prima,prima,prima,ultima,prima,ultima,prima,prima,paenultima,ultima,prima,prima,prima,ultima,paenultima,prima,prima,prima,ultima,prima,prima,prima,paenultima,prima,prima,prima,paenultima,prima,prima,prima
antepaenultima,prima,prima,prima,prima,prima,prima,prima,prima,antepaenultima,prima,prima,paenultima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,paenultima,prima,paenultima
paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,prima,paenultima,paenultima,paenultima,paenultima,prima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima
prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,antepaenultima,antepaenultima,prima,antepaenultima,antepaenultima,antepaenultima,prima,prima,prima,prima,prima,prima,prima,prima
ultima,ultima,ultima,ultima,antepaenultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,paenultima,prima,paenultima,ultima,ultima,ultima,prima,prima,paenultima,paenultima,prima,ultima,ultima,prima,paenultima,ultima,ultima,ultima,ultima,ultima,antepaenultima,prima,prima,prima
prima,prima,prima,prima,prima,paenultima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,antepaenultima,antepaenultima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima
prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima
paenultima,paenultima,paenultima,prima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,prima,prima,prima,paenultima,paenultima,paenultima,paenultima,prima,prima,paenultima,paenultima,paenultima,prima,prima,prima,paenultima,paenultima,paenultima,paenultima,paenultima,prima,paenultima,paenultima,paenultima,paenultima,prima,paenultima
ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,prima,ultima,ultima,ultima,ultima,prima,ultima,ultima,prima,prima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,paenultima,prima,ultima
prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima
prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,antepaenultima,antepaenultima,antepaenultima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,antepaenultima,prima,antepaenultima
paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,prima,paenultima,paenultima,prima,prima,paenultima,prima,paenultima,paenultima,prima,ultima,prima,prima,prima,paenultima,prima,ultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,prima,prima,prima
prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,paenultima,prima,prima,prima,prima,prima,prima,prima,prima,prima
paenultima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima
prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima
antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,ultima,prima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,prima,prima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,prima,antepaenultima,antepaenultima,prima,prima,prima,antepaenultima,antepaenultima,prima,antepaenultima,antepaenultima,prima,antepaenultima,antepaenultima,antepaenultima,paenultima,prima,paenultima
antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,paenultima,antepaenultima,ultima,antepaenultima,paenultima,paenultima,paenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,paenultima,paenultima,prima,paenultima,antepaenultima,antepaenultima,antepaenultima,paenultima,prima,prima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,prima,paenultima,paenultima,paenultima
prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima
ultima,ultima,ultima,prima,ultima,ultima,ultima,prima,ultima,ultima,ultima,ultima,ultima,prima,prima,ultima,ultima,ultima,ultima,prima,prima,paenultima,prima,prima,prima,ultima,prima,prima,prima,prima,prima,ultima,ultima,ultima,paenultima,prima,ultima
prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,ultima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,paenultima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima
ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,paenultima,prima,paenultima,ultima,ultima,ultima,prima,prima,ultima,prima,prima,prima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,paenultima,prima,ultima
paenultima,paenultima,paenultima,paenultima,prima,prima,prima,paenultima,paenultima,paenultima,prima,prima,prima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,prima,paenultima,paenultima,prima,prima,prima,prima,paenultima,paenultima,prima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,prima,paenultima
prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,paenultima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima
paenultima,paenultima,paenultima,paenultima,paenultima,ultima,ultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,prima,paenultima,paenultima,paenultima,paenultima,prima,prima,paenultima,prima,prima,prima,paenultima,prima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima
paenultima,prima,prima,prima,prima,paenultima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima
prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima
prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,paenultima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima
prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima
ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,paenultima,prima,paenultima,ultima,ultima,ultima,paenultima,prima,ultima,paenultima,prima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,prima,prima,prima
prima,prima,prima,prima,paenultima,paenultima,paenultima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,paenultima,paenultima,prima,prima,prima,prima,prima,prima,prima,prima,prima,paenultima,paenultima,paenultima,paenultima,prima,paenultima
paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,prima,prima,prima,paenultima,paenultima,paenultima,prima,prima,prima,prima,prima,paenultima,paenultima,prima,paenultima,paenultima,paenultima,paenultima,prima,paenultima,prima,paenultima,prima,paenultima
prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima
prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima
prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,antepaenultima,prima,prima,prima,prima,prima,antepaenultima,prima,prima,prima,prima
prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima
prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,paenultima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima
prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima
antepaenultima,antepaenultima,antepaenultima,antepaenultima,prima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,prima,prima,prima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,prima,prima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,prima,prima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,prima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima
ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,prima,prima,prima,ultima,ultima,ultima,prima,paenultima,paenultima,prima,prima,paenultima,prima,prima,prima,ultima,ultima,ultima,prima,ultima,ultima,paenultima,prima,paenultima
paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,prima,prima,prima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,prima,prima,prima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,prima,paenultima
ultima,ultima,ultima,prima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,prima,prima,ultima,ultima,ultima,prima,paenultima,ultima,ultima,prima,prima,prima,ultima,prima,prima,prima,prima,prima,prima,prima,prima,ultima,ultima,ultima
prima,prima,prima,prima,paenultima,prima,paenultima,prima,prima,prima,paenultima,paenultima,paenultima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,paenultima,prima,prima,paenultima,prima,prima,paenultima,prima,prima,prima,prima,prima
ultima,ultima,ultima,ultima,paenultima,ultima,prima,ultima,prima,ultima,ultima,ultima,ultima,paenultima,prima,paenultima,ultima,ultima,ultima,prima,prima,prima,ultima,prima,ultima,ultima,prima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,paenultima,prima,ultima
prima,prima,prima,prima,prima,paenultima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,antepaenultima,prima,prima,prima,prima,prima,antepaenultima,antepaenultima,prima,prima,prima
paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,prima,paenultima,paenultima,paenultima,paenultima,prima,paenultima,paenultima,prima,prima,prima,paenultima,prima,antepaenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima
paenultima,paenultima,paenultima,paenultima,ultima,paenultima,paenultima,ultima,paenultima,paenultima,paenultima,prima,paenultima,paenultima,prima,paenultima,paenultima,paenultima,paenultima,prima,prima,paenultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,paenultima,paenultima,paenultima,prima,paenultima
prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima
prima,prima,prima,paenultima,prima,paenultima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,paenultima,paenultima,prima,prima,prima,prima,prima,paenultima,prima,prima,prima,prima,prima,antepaenultima
antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,prima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,paenultima,prima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,prima,antepaenultima
prima,prima,prima,antepaenultima,prima,prima,antepaenultima,prima,prima,prima,prima,prima,prima,paenultima,prima,antepaenultima,prima,prima,prima,prima,prima,prima,prima,prima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,prima,prima,antepaenultima,antepaenultima,paenultima,prima,prima,prima
paenultima,paenultima,paenultima,prima,paenultima,paenultima,paenultima,paenultima,paenultima,prima,paenultima,paenultima,paenultima,paenultima,prima,paenultima,paenultima,paenultima,paenultima,prima,paenultima,paenultima,prima,prima,prima,paenultima,prima,antepaenultima,prima,prima,prima,paenultima,prima,antepaenultima,paenultima,paenultima,paenultima
prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,ultima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima
ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,prima,ultima,paenultima,prima,paenultima,ultima,prima,ultima,paenultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,antepaenultima,prima,antepaenultima
prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima
paenultima,paenultima,prima,paenultima,paenultima,paenultima,paenultima,prima,prima,prima,prima,prima,prima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,prima,paenultima,paenultima,prima,prima,prima,paenultima,paenultima,paenultima,prima,paenultima,paenultima,paenultima,paenultima,paenultima,prima,prima,prima
prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima
prima,prima,prima,prima,antepaenultima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,antepaenultima,prima,prima,prima,prima,prima,prima,paenultima,prima,paenultima
antepaenultima,antepaenultima,prima,prima,prima,antepaenultima,prima,prima,prima,antepaenultima,prima,prima,prima,antepaenultima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,antepaenultima,prima,antepaenultima,prima,prima,prima,prima,antepaenultima,prima,antepaenultima
ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,prima,prima,prima,ultima,ultima,ultima,prima,ultima,prima,paenultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,paenultima,prima,paenultima
prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,antepaenultima,antepaenultima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima
prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima
antepaenultima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima
prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,antepaenultima,prima,prima,prima,prima,prima,prima,prima,prima,prima,paenultima,prima,prima,prima,prima,prima,prima
prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima
prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima
prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,antepaenultima,antepaenultima,antepaenultima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,antepaenultima,prima,antepaenultima,antepaenultima,prima,antepaenultima,prima,prima,prima,antepaenultima,prima,antepaenultima
ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,paenultima,prima,paenultima,ultima,ultima,paenultima,paenultima,prima,ultima,paenultima,prima,paenultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,ultima,paenultima,prima,ultima
prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima
prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,paenultima,prima,paenultima,paenultima,paenultima,prima,paenultima,prima,prima,paenultima,paenultima,prima,prima,prima
prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,antepaenultima,prima,antepaenultima,antepaenultima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima
paenultima,paenultima,paenultima,paenultima,paenultima,prima,prima,paenultima,paenultima,paenultima,prima,prima,prima,prima,prima,prima,prima,prima,prima,paenultima,paenultima,paenultima,prima,prima,paenultima,prima,prima,prima,paenultima,paenultima,prima,paenultima,paenultima,prima,prima,prima,prima
prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima
antepaenultima,antepaenultima,antepaenultima,antepaenultima,paenultima,antepaenultima,antepaenultima,paenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,paenultima,prima,paenultima,antepaenultima,antepaenultima,antepaenultima,prima,prima,prima,paenultima,prima,paenultima,antepaenultima,prima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,paenultima,prima,paenultima
prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,antepaenultima,prima,prima,prima,prima,prima,antepaenultima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima
prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,antepaenultima,antepaenultima,antepaenultima,prima,prima,prima,prima,antepaenultima,prima,prima,prima,prima,prima,prima,prima,paenultima,prima,antepaenultima,prima,antepaenultima,prima,prima,prima,paenultima,prima,prima,prima
prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,ultima,ultima,prima,ultima,prima,prima,prima,prima,prima,prima,prima
paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,prima,paenultima,paenultima,paenultima,paenultima,ultima,prima,paenultima,paenultima,paenultima,paenultima,prima,prima,prima,paenultima,prima,ultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,ultima,ultima,ultima
prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,paenultima,prima,prima,prima,prima,paenultima,prima,prima,prima,prima,paenultima,paenultima,paenultima,prima,prima,prima
prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,antepaenultima,antepaenultima,antepaenultima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,antepaenultima,prima,antepaenultima
antepaenultima,antepaenultima,prima,prima,antepaenultima,prima,prima,antepaenultima,antepaenultima,prima,prima,prima,prima,prima,prima,antepaenultima,prima,prima,prima,prima,antepaenultima,antepaenultima,prima,prima,prima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,prima,antepaenultima,antepaenultima,antepaenultima,paenultima,prima,paenultima
paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,prima,prima,prima,paenultima,paenultima,paenultima,prima,prima,prima,paenultima,ultima,ultima,paenultima,prima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima
prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,antepaenultima,antepaenultima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima
ultima,ultima,ultima,ultima,prima,prima,ultima,prima,ultima,ultima,ultima,prima,prima,prima,prima,ultima,prima,prima,ultima,prima,prima,prima,prima,prima,prima,prima,prima,prima,antepaenultima,ultima,ultima,prima,prima,antepaenultima,ultima,ultima,ultima
prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,paenultima,prima,ultima
antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,prima,prima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,prima,antepaenultima,antepaenultima,prima,prima,prima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima
paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,prima,paenultima,prima,prima,prima,prima,prima,prima,prima,prima,prima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,prima,paenultima,paenultima,paenultima,antepaenultima,paenultima,paenultima,paenultima,paenultima,prima,ultima
prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima
prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima
prima,prima,prima,prima,ultima,prima,prima,prima,prima,prima,prima,ultima,prima,prima,prima,prima,prima,ultima,prima,prima,prima,prima,prima,prima,prima,ultima,ultima,ultima,prima,prima,prima,ultima,ultima,ultima,prima,prima,prima
prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima
antepaenultima,antepaenultima,antepaenultima,prima,prima,prima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,prima,prima,paenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,antepaenultima,prima,antepaenultima,antepaenultima,prima,prima,prima,prima,antepaenultima,antepaenultima,prima,prima,antepaenultima,antepaenultima,antepaenultima,antepaenultima
prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,antepaenultima,antepaenultima,antepaenultima,prima,prima,antepaenultima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima,prima
paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima,paenultima
