stress_class,classification_all_J48,error_all_J48,classification_all_JRip,error_all_JRip,classification_all_NN,error_all_NN,classification_phon_J48,error_phon_J48,classification_phon_JRip,error_phon_JRip,classification_phon_NN,error_phon_NN,classification_affix_J48,error_affix_J48,classification_affix_JRip,error_affix_JRip,classification_affix_NN,error_affix_NN,classification_sylstruct_J48,error_sylstruct_J48,classification_sylstruct_JRip,error_sylstruct_JRip,classification_sylstruct_NN,error_sylstruct_NN
prima,ultima,yes,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no
undef,prima,yes,prima,yes,prima,yes,prima,yes,undef,no,prima,yes,paenultima,yes,prima,yes,prima,yes,undef,no,undef,no,undef,no
undef,prima,yes,prima,yes,prima,yes,prima,yes,undef,no,undef,no,paenultima,yes,prima,yes,prima,yes,ultima,yes,undef,no,undef,no
undef,prima,yes,prima,yes,prima,yes,prima,yes,undef,no,prima,yes,paenultima,yes,prima,yes,prima,yes,undef,no,undef,no,undef,no
undef,prima,yes,prima,yes,prima,yes,prima,yes,undef,no,undef,no,paenultima,yes,prima,yes,prima,yes,undef,no,undef,no,undef,no
ultima,prima,yes,prima,yes,prima,yes,prima,yes,prima,yes,sekunda,yes,undef,yes,prima,yes,ultima,no,prima,yes,prima,yes,prima,yes
ultima,prima,yes,prima,yes,prima,yes,prima,yes,prima,yes,ultima,no,undef,yes,prima,yes,ultima,no,prima,yes,prima,yes,sekunda,yes
sekunda,prima,yes,prima,yes,prima,yes,prima,yes,prima,yes,sekunda,no,prima,yes,prima,yes,prima,yes,prima,yes,prima,yes,sekunda,no
prima,paenultima,yes,paenultima,yes,paenultima,yes,prima,no,undef,yes,prima,no,sekunda,yes,prima,no,prima,no,undef,yes,undef,yes,prima,no
prima,sekunda,yes,prima,no,sekunda,yes,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no
sekunda,prima,yes,prima,yes,prima,yes,sekunda,no,sekunda,no,sekunda,no,undef,yes,prima,yes,prima,yes,sekunda,no,prima,yes,sekunda,no
sekunda,prima,yes,prima,yes,prima,yes,prima,yes,sekunda,no,sekunda,no,prima,yes,prima,yes,prima,yes,sekunda,no,prima,yes,sekunda,no
sekunda,prima,yes,prima,yes,prima,yes,undef,yes,undef,yes,sekunda,no,prima,yes,prima,yes,prima,yes,undef,yes,undef,yes,sekunda,no
undef,prima,yes,prima,yes,prima,yes,paenultima,yes,undef,no,undef,no,prima,yes,prima,yes,prima,yes,paenultima,yes,paenultima,yes,undef,no
undef,prima,yes,prima,yes,prima,yes,prima,yes,prima,yes,prima,yes,antepaenultima,yes,prima,yes,antepaenultima,yes,undef,no,prima,yes,prima,yes
paenultima,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no
antepaenultima,ultima,yes,prima,yes,ultima,yes,prima,yes,prima,yes,prima,yes,paenultima,yes,prima,yes,paenultima,yes,undef,yes,prima,yes,prima,yes
undef,prima,yes,prima,yes,prima,yes,prima,yes,undef,no,undef,no,prima,yes,prima,yes,prima,yes,undef,no,undef,no,undef,no
undef,prima,yes,prima,yes,prima,yes,prima,yes,undef,no,undef,no,prima,yes,prima,yes,prima,yes,undef,no,undef,no,undef,no
sekunda,prima,yes,prima,yes,prima,yes,sekunda,no,undef,yes,sekunda,no,paenultima,yes,prima,yes,paenultima,yes,prima,yes,prima,yes,prima,yes
sekunda,sekunda,no,prima,yes,sekunda,no,paenultima,yes,paenultima,yes,sekunda,no,paenultima,yes,paenultima,yes,paenultima,yes,paenultima,yes,paenultima,yes,prima,yes
sekunda,prima,yes,prima,yes,prima,yes,sekunda,no,prima,yes,sekunda,no,prima,yes,prima,yes,undef,yes,prima,yes,prima,yes,sekunda,no
sekunda,prima,yes,prima,yes,prima,yes,sekunda,no,prima,yes,sekunda,no,prima,yes,prima,yes,sekunda,no,antepaenultima,yes,antepaenultima,yes,sekunda,no
ultima,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no
sekunda,ultima,yes,prima,yes,prima,yes,prima,yes,sekunda,no,sekunda,no,prima,yes,prima,yes,sekunda,no,prima,yes,prima,yes,prima,yes
sekunda,ultima,yes,prima,yes,prima,yes,prima,yes,sekunda,no,sekunda,no,prima,yes,prima,yes,sekunda,no,prima,yes,prima,yes,sekunda,no
sekunda,prima,yes,prima,yes,prima,yes,prima,yes,prima,yes,sekunda,no,prima,yes,prima,yes,undef,yes,prima,yes,prima,yes,sekunda,no
sekunda,multa,yes,prima,yes,prima,yes,undef,yes,sekunda,no,sekunda,no,sekunda,no,paenultima,yes,paenultima,yes,prima,yes,prima,yes,sekunda,no
ultima,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no
undef,prima,yes,prima,yes,prima,yes,prima,yes,prima,yes,undef,no,prima,yes,prima,yes,prima,yes,prima,yes,prima,yes,prima,yes
ultima,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no
paenultima,prima,yes,prima,yes,prima,yes,ultima,yes,paenultima,no,paenultima,no,antepaenultima,yes,prima,yes,antepaenultima,yes,paenultima,no,paenultima,no,paenultima,no
prima,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,antepaenultima,yes,prima,no,prima,no,paenultima,yes,prima,no,prima,no
prima,undef,yes,prima,no,antepaenultima,yes,sekunda,yes,prima,no,prima,no,prima,no,prima,no,antepaenultima,yes,prima,no,prima,no,prima,no
prima,prima,no,prima,no,prima,no,undef,yes,undef,yes,prima,no,prima,no,prima,no,sekunda,yes,sekunda,yes,prima,no,sekunda,yes
prima,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no
antepaenultima,undef,yes,prima,yes,undef,yes,prima,yes,prima,yes,undef,yes,undef,yes,prima,yes,undef,yes,antepaenultima,no,antepaenultima,no,antepaenultima,no
ultima,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no
prima,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no
ultima,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no
prima,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no
sekunda,prima,yes,prima,yes,prima,yes,sekunda,no,sekunda,no,sekunda,no,prima,yes,prima,yes,sekunda,no,sekunda,no,prima,yes,sekunda,no
prima,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,sekunda,yes,prima,no,prima,no
prima,prima,no,prima,no,prima,no,ultima,yes,ultima,yes,prima,no,ultima,yes,ultima,yes,prima,no,ultima,yes,prima,no,prima,no
prima,multa,yes,prima,no,prima,no,prima,no,prima,no,prima,no,paenultima,yes,paenultima,yes,paenultima,yes,undef,yes,prima,no,prima,no
ultima,paenultima,yes,paenultima,yes,prima,yes,paenultima,yes,prima,yes,undef,yes,ultima,no,prima,yes,undef,yes,ultima,no,prima,yes,undef,yes
prima,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no
undef,undef,no,prima,yes,undef,no,prima,yes,undef,no,prima,yes,paenultima,yes,prima,yes,prima,yes,undef,no,undef,no,undef,no
undef,undef,no,prima,yes,undef,no,prima,yes,undef,no,undef,no,paenultima,yes,prima,yes,sekunda,yes,undef,no,undef,no,undef,no
antepaenultima,prima,yes,prima,yes,prima,yes,prima,yes,prima,yes,antepaenultima,no,prima,yes,prima,yes,antepaenultima,no,prima,yes,prima,yes,prima,yes
multa,ultima,yes,prima,yes,ultima,yes,sekunda,yes,undef,yes,undef,yes,prima,yes,prima,yes,sekunda,yes,undef,yes,prima,yes,prima,yes
paenultima,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no
undef,prima,yes,prima,yes,prima,yes,undef,no,undef,no,undef,no,prima,yes,prima,yes,undef,no,prima,yes,undef,no,undef,no
paenultima,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no
ultima,prima,yes,prima,yes,prima,yes,prima,yes,prima,yes,ultima,no,ultima,no,prima,yes,ultima,no,ultima,no,ultima,no,ultima,no
paenultima,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no
paenultima,paenultima,no,prima,yes,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,prima,yes,paenultima,no,paenultima,no,paenultima,no,paenultima,no
sekunda,ultima,yes,prima,yes,prima,yes,prima,yes,sekunda,no,prima,yes,prima,yes,prima,yes,prima,yes,prima,yes,prima,yes,prima,yes
paenultima,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,prima,yes,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no
paenultima,paenultima,no,prima,yes,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,prima,yes,paenultima,no,paenultima,no,paenultima,no,paenultima,no
antepaenultima,prima,yes,prima,yes,prima,yes,paenultima,yes,prima,yes,antepaenultima,no,antepaenultima,no,prima,yes,prima,yes,antepaenultima,no,antepaenultima,no,antepaenultima,no
ultima,ultima,no,prima,yes,ultima,no,prima,yes,prima,yes,ultima,no,ultima,no,prima,yes,ultima,no,undef,yes,undef,yes,undef,yes
paenultima,paenultima,no,paenultima,no,paenultima,no,antepaenultima,yes,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,undef,yes,undef,yes,undef,yes
undef,sekunda,yes,prima,yes,sekunda,yes,undef,no,undef,no,undef,no,prima,yes,prima,yes,undef,no,undef,no,undef,no,undef,no
ultima,ultima,no,prima,yes,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no
ultima,ultima,no,prima,yes,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no
ultima,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no
paenultima,ultima,yes,prima,yes,ultima,yes,paenultima,no,paenultima,no,paenultima,no,paenultima,no,prima,yes,paenultima,no,paenultima,no,paenultima,no,paenultima,no
paenultima,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no
ultima,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no
paenultima,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no
paenultima,ultima,yes,prima,yes,ultima,yes,paenultima,no,paenultima,no,paenultima,no,paenultima,no,prima,yes,paenultima,no,paenultima,no,paenultima,no,paenultima,no
paenultima,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no
paenultima,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,prima,yes,paenultima,no,paenultima,no,prima,yes,paenultima,no
paenultima,ultima,yes,prima,yes,ultima,yes,paenultima,no,paenultima,no,paenultima,no,paenultima,no,prima,yes,paenultima,no,paenultima,no,paenultima,no,paenultima,no
paenultima,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no
ultima,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no
sekunda,ultima,yes,prima,yes,ultima,yes,sekunda,no,prima,yes,sekunda,no,prima,yes,prima,yes,sekunda,no,antepaenultima,yes,antepaenultima,yes,sekunda,no
ultima,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no
paenultima,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,prima,yes,paenultima,no,paenultima,no,prima,yes,paenultima,no
paenultima,ultima,yes,prima,yes,ultima,yes,paenultima,no,paenultima,no,paenultima,no,paenultima,no,prima,yes,paenultima,no,paenultima,no,paenultima,no,paenultima,no
ultima,ultima,no,prima,yes,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,prima,yes,ultima,no,ultima,no,ultima,no,ultima,no
ultima,ultima,no,ultima,no,ultima,no,prima,yes,paenultima,yes,ultima,no,ultima,no,prima,yes,ultima,no,prima,yes,prima,yes,ultima,no
antepaenultima,prima,yes,prima,yes,prima,yes,paenultima,yes,paenultima,yes,ultima,yes,prima,yes,prima,yes,antepaenultima,no,paenultima,yes,prima,yes,paenultima,yes
sekunda,prima,yes,prima,yes,prima,yes,sekunda,no,undef,yes,undef,yes,antepaenultima,yes,prima,yes,antepaenultima,yes,paenultima,yes,prima,yes,undef,yes
multa,ultima,yes,prima,yes,ultima,yes,antepaenultima,yes,prima,yes,antepaenultima,yes,prima,yes,prima,yes,antepaenultima,yes,prima,yes,prima,yes,paenultima,yes
multa,paenultima,yes,paenultima,yes,paenultima,yes,antepaenultima,yes,prima,yes,antepaenultima,yes,paenultima,yes,paenultima,yes,paenultima,yes,prima,yes,prima,yes,paenultima,yes
paenultima,ultima,yes,prima,yes,ultima,yes,prima,yes,prima,yes,paenultima,no,sekunda,yes,prima,yes,paenultima,no,sekunda,yes,prima,yes,paenultima,no
paenultima,paenultima,no,paenultima,no,paenultima,no,prima,yes,prima,yes,paenultima,no,paenultima,no,paenultima,no,paenultima,no,sekunda,yes,paenultima,no,paenultima,no
ultima,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no
antepaenultima,prima,yes,prima,yes,prima,yes,antepaenultima,no,antepaenultima,no,antepaenultima,no,antepaenultima,no,prima,yes,undef,yes,antepaenultima,no,antepaenultima,no,antepaenultima,no
paenultima,ultima,yes,prima,yes,ultima,yes,paenultima,no,prima,yes,paenultima,no,paenultima,no,prima,yes,paenultima,no,paenultima,no,prima,yes,paenultima,no
undef,prima,yes,prima,yes,prima,yes,paenultima,yes,prima,yes,undef,no,prima,yes,prima,yes,undef,no,paenultima,yes,prima,yes,undef,no
undef,prima,yes,prima,yes,prima,yes,paenultima,yes,prima,yes,paenultima,yes,prima,yes,prima,yes,undef,no,paenultima,yes,prima,yes,undef,no
undef,prima,yes,prima,yes,prima,yes,sekunda,yes,undef,no,undef,no,antepaenultima,yes,prima,yes,undef,no,paenultima,yes,prima,yes,undef,no
undef,prima,yes,prima,yes,prima,yes,undef,no,undef,no,undef,no,undef,no,prima,yes,undef,no,undef,no,prima,yes,undef,no
antepaenultima,prima,yes,prima,yes,prima,yes,antepaenultima,no,antepaenultima,no,antepaenultima,no,antepaenultima,no,prima,yes,undef,yes,antepaenultima,no,antepaenultima,no,antepaenultima,no
antepaenultima,prima,yes,prima,yes,prima,yes,antepaenultima,no,antepaenultima,no,antepaenultima,no,prima,yes,prima,yes,prima,yes,antepaenultima,no,antepaenultima,no,antepaenultima,no
ultima,ultima,no,prima,yes,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no
ultima,paenultima,yes,paenultima,yes,paenultima,yes,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no
paenultima,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no
ultima,ultima,no,prima,yes,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no
ultima,paenultima,yes,paenultima,yes,paenultima,yes,ultima,no,paenultima,yes,ultima,no,ultima,no,prima,yes,ultima,no,paenultima,yes,prima,yes,paenultima,yes
ultima,ultima,no,prima,yes,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no
prima,ultima,yes,prima,no,ultima,yes,ultima,yes,ultima,yes,ultima,yes,ultima,yes,ultima,yes,ultima,yes,ultima,yes,ultima,yes,ultima,yes
antepaenultima,prima,yes,prima,yes,prima,yes,antepaenultima,no,paenultima,yes,antepaenultima,no,antepaenultima,no,prima,yes,paenultima,yes,antepaenultima,no,antepaenultima,no,antepaenultima,no
antepaenultima,prima,yes,prima,yes,prima,yes,antepaenultima,no,paenultima,yes,paenultima,yes,prima,yes,prima,yes,paenultima,yes,antepaenultima,no,antepaenultima,no,antepaenultima,no
ultima,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no
paenultima,paenultima,no,prima,yes,paenultima,no,paenultima,no,paenultima,no,paenultima,no,prima,yes,prima,yes,paenultima,no,paenultima,no,prima,yes,paenultima,no
paenultima,prima,yes,prima,yes,prima,yes,paenultima,no,paenultima,no,paenultima,no,prima,yes,prima,yes,antepaenultima,yes,paenultima,no,prima,yes,paenultima,no
antepaenultima,prima,yes,prima,yes,prima,yes,antepaenultima,no,antepaenultima,no,antepaenultima,no,prima,yes,prima,yes,undef,yes,antepaenultima,no,antepaenultima,no,antepaenultima,no
paenultima,paenultima,no,paenultima,no,prima,yes,paenultima,no,paenultima,no,paenultima,no,paenultima,no,prima,yes,paenultima,no,paenultima,no,prima,yes,paenultima,no
ultima,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no
paenultima,prima,yes,prima,yes,prima,yes,paenultima,no,paenultima,no,paenultima,no,prima,yes,prima,yes,paenultima,no,prima,yes,prima,yes,paenultima,no
prima,prima,no,prima,no,prima,no,ultima,yes,prima,no,prima,no,prima,no,prima,no,antepaenultima,yes,prima,no,prima,no,prima,no
prima,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no
prima,prima,no,prima,no,prima,no,paenultima,yes,undef,yes,prima,no,paenultima,yes,paenultima,yes,paenultima,yes,prima,no,undef,yes,paenultima,yes
ultima,ultima,no,prima,yes,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,prima,yes,prima,yes,prima,yes
ultima,ultima,no,prima,yes,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no
antepaenultima,prima,yes,prima,yes,prima,yes,antepaenultima,no,antepaenultima,no,antepaenultima,no,multa,yes,prima,yes,multa,yes,antepaenultima,no,antepaenultima,no,antepaenultima,no
ultima,paenultima,yes,paenultima,yes,paenultima,yes,ultima,no,paenultima,yes,ultima,no,ultima,no,prima,yes,paenultima,yes,paenultima,yes,prima,yes,paenultima,yes
antepaenultima,undef,yes,prima,yes,undef,yes,sekunda,yes,ultima,yes,antepaenultima,no,sekunda,yes,ultima,yes,ultima,yes,antepaenultima,no,antepaenultima,no,antepaenultima,no
ultima,ultima,no,prima,yes,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no
paenultima,paenultima,no,prima,yes,paenultima,no,prima,yes,prima,yes,paenultima,no,prima,yes,prima,yes,undef,yes,paenultima,no,prima,yes,prima,yes
undef,undef,no,prima,yes,undef,no,ultima,yes,undef,no,undef,no,ultima,yes,ultima,yes,ultima,yes,ultima,yes,undef,no,prima,yes
ultima,prima,yes,prima,yes,prima,yes,ultima,no,undef,yes,ultima,no,ultima,no,ultima,no,ultima,no,prima,yes,prima,yes,ultima,no
undef,multa,yes,prima,yes,paenultima,yes,prima,yes,prima,yes,undef,no,prima,yes,prima,yes,undef,no,undef,no,prima,yes,prima,yes
undef,prima,yes,prima,yes,prima,yes,prima,yes,prima,yes,undef,no,antepaenultima,yes,prima,yes,undef,no,undef,no,prima,yes,prima,yes
undef,prima,yes,prima,yes,prima,yes,prima,yes,prima,yes,undef,no,prima,yes,prima,yes,undef,no,undef,no,prima,yes,prima,yes
ultima,prima,yes,prima,yes,prima,yes,ultima,no,paenultima,yes,ultima,no,ultima,no,prima,yes,ultima,no,paenultima,yes,prima,yes,paenultima,yes
paenultima,undef,yes,prima,yes,undef,yes,paenultima,no,prima,yes,prima,yes,prima,yes,prima,yes,undef,yes,prima,yes,prima,yes,paenultima,no
ultima,prima,yes,prima,yes,prima,yes,ultima,no,prima,yes,prima,yes,ultima,no,prima,yes,undef,yes,prima,yes,prima,yes,prima,yes
paenultima,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no
ultima,prima,yes,prima,yes,prima,yes,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,prima,yes,ultima,no
undef,prima,yes,prima,yes,prima,yes,prima,yes,prima,yes,undef,no,prima,yes,prima,yes,undef,no,undef,no,undef,no,undef,no
ultima,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no
prima,paenultima,yes,paenultima,yes,prima,no,paenultima,yes,paenultima,yes,prima,no,paenultima,yes,paenultima,yes,paenultima,yes,paenultima,yes,paenultima,yes,paenultima,yes
ultima,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no
ultima,ultima,no,prima,yes,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no
paenultima,undef,yes,prima,yes,undef,yes,paenultima,no,prima,yes,paenultima,no,antepaenultima,yes,prima,yes,undef,yes,paenultima,no,prima,yes,undef,yes
undef,prima,yes,prima,yes,prima,yes,prima,yes,undef,no,undef,no,paenultima,yes,prima,yes,undef,no,undef,no,undef,no,undef,no
ultima,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no
ultima,ultima,no,prima,yes,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no
ultima,prima,yes,prima,yes,prima,yes,ultima,no,ultima,no,ultima,no,prima,yes,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no
undef,prima,yes,prima,yes,prima,yes,undef,no,undef,no,undef,no,antepaenultima,yes,prima,yes,undef,no,undef,no,undef,no,undef,no
paenultima,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no
paenultima,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no
ultima,ultima,no,prima,yes,ultima,no,paenultima,yes,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,paenultima,yes,ultima,no,ultima,no
ultima,ultima,no,prima,yes,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,prima,yes,ultima,no
paenultima,prima,yes,prima,yes,prima,yes,undef,yes,prima,yes,sekunda,yes,multa,yes,prima,yes,multa,yes,sekunda,yes,prima,yes,prima,yes
prima,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no
undef,ultima,yes,prima,yes,ultima,yes,undef,no,undef,no,undef,no,paenultima,yes,prima,yes,paenultima,yes,undef,no,undef,no,undef,no
prima,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,undef,yes,prima,no,prima,no
prima,prima,no,prima,no,prima,no,prima,no,prima,no,undef,yes,antepaenultima,yes,prima,no,antepaenultima,yes,undef,yes,prima,no,prima,no
ultima,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no
ultima,prima,yes,prima,yes,prima,yes,ultima,no,ultima,no,ultima,no,ultima,no,prima,yes,ultima,no,ultima,no,ultima,no,ultima,no
sekunda,sekunda,no,prima,yes,prima,yes,sekunda,no,sekunda,no,sekunda,no,antepaenultima,yes,prima,yes,sekunda,no,sekunda,no,prima,yes,sekunda,no
undef,prima,yes,prima,yes,prima,yes,sekunda,yes,undef,no,sekunda,yes,antepaenultima,yes,prima,yes,ultima,yes,paenultima,yes,prima,yes,undef,no
undef,ultima,yes,prima,yes,ultima,yes,prima,yes,undef,no,undef,no,prima,yes,prima,yes,sekunda,yes,undef,no,undef,no,undef,no
ultima,ultima,no,prima,yes,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no
sekunda,prima,yes,prima,yes,prima,yes,sekunda,no,undef,yes,sekunda,no,paenultima,yes,prima,yes,paenultima,yes,paenultima,yes,prima,yes,undef,yes
undef,prima,yes,prima,yes,prima,yes,undef,no,undef,no,undef,no,prima,yes,prima,yes,sekunda,yes,undef,no,prima,yes,undef,no
undef,prima,yes,prima,yes,prima,yes,undef,no,undef,no,undef,no,undef,no,prima,yes,undef,no,prima,yes,prima,yes,undef,no
paenultima,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no
paenultima,paenultima,no,prima,yes,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,prima,yes,paenultima,no,paenultima,no,paenultima,no,paenultima,no
undef,undef,no,prima,yes,undef,no,undef,no,undef,no,undef,no,paenultima,yes,prima,yes,sekunda,yes,undef,no,undef,no,undef,no
undef,prima,yes,prima,yes,prima,yes,prima,yes,prima,yes,prima,yes,prima,yes,prima,yes,sekunda,yes,undef,no,prima,yes,undef,no
sekunda,prima,yes,prima,yes,prima,yes,paenultima,yes,sekunda,no,paenultima,yes,antepaenultima,yes,prima,yes,sekunda,no,paenultima,yes,paenultima,yes,sekunda,no
ultima,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no
ultima,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no
paenultima,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no
